robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstacles,crowdnav,dwa,rlca,teb
0.22,0.113,0.37,0.47,0.17,248.79,15.09755001509,35.0,35.0,0,0,0.0,1,30,2.0,0,300.0,0.0221,2450.0,2.3219,8,0.4451,0.8,0.0134,0.0,0.42,0.52,9,0,1,0,0
0.22,0.113,0.7,0.07,0.23,153.29,11.5124000115,35.0,35.0,0,0,0.0,1,30,2.0,0,120.0,0.0223,2450.0,2.3219,11,0.4465,0.7,0.0073,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.53,0.43,0.03,142.41,10.8167000108,35.0,35.0,0,0,0.0,1,40,3.0,0,288.0,0.0152,2450.0,2.3219,3,0.6569,0.3,0.006,0.0,0.62,0.59,3,0,1,0,0
0.22,0.113,0.83,0.17,0.0,53.58,5.887666672545,35.0,35.0,0,0,0.0,1,0,3.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.53,0.55,6,0,1,0,0
0.22,0.113,0.57,0.43,0.0,48.29,3.691000003685,25.0,25.0,0,0,0.0,1,10,1.0,0,160.0,0.0161,1250.0,2.3219,21,0.1784,0.4,0.0121,0.0,0.52,0.87,6,0,1,0,0
0.22,0.113,0.43,0.47,0.1,236.25,14.574116681229999,35.0,35.0,0,0,0.0,1,40,2.0,0,127.0588,0.0211,2450.0,2.3219,14,0.4978,0.6,0.0143,0.0,0.59,0.59,6,0,1,0,0
0.22,0.113,0.87,0.13,0.0,69.44,6.098050006095001,35.0,35.0,0,0,0.0,1,0,3.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.42,0.41,6,0,1,0,0
0.22,0.113,0.6,0.37,0.03,198.06,7.76266667442,35.0,35.0,0,0,0.0,1,30,2.0,0,200.0,0.0232,2450.0,2.3219,8,0.4047,0.6,0.0169,0.0,0.73,0.53,6,0,1,0,0
0.22,0.113,1.0,0.0,0.0,34.21,2.7445166694050003,25.0,25.0,0,0,0.0,1,20,1.0,0,172.8,0.0155,1250.0,2.3219,21,0.2648,0.5,0.0145,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.66,0.34,0.0,145.91,10.131189665285,45.0,45.0,0,0,0.0,1,20,3.0,0,270.0,0.0357,4050.0,2.3219,13,0.3833,0.5,0.015,0.0,0.51,0.64,4,0,1,0,0
0.22,0.113,0.83,0.14,0.03,63.64,3.5922069001350003,25.0,25.0,0,0,0.0,1,20,2.0,0,288.0,0.0114,1250.0,2.3219,3,0.4716,1.0,0.0122,0.0,0.67,0.33,2,0,1,0,0
0.22,0.113,1.0,0.0,0.0,82.22,5.771600005770001,35.0,35.0,0,0,0.0,1,20,2.0,0,216.0,0.0255,2450.0,2.3219,12,0.3198,0.5,0.0109,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.93,0.07,0.0,121.93,7.972551732095,45.0,45.0,0,0,0.0,1,20,2.0,0,243.871,0.0416,4050.0,2.3219,14,0.2156,0.4,0.0136,0.0,0.64,0.5,4,0,1,0,0
0.22,0.113,0.8,0.13,0.07,208.73,11.059316677715,35.0,35.0,0,0,0.0,1,10,3.0,0,216.0,0.0242,2450.0,2.3219,7,0.3263,0.4,0.0089,0.0,0.49,0.5,6,0,1,0,0
0.22,0.113,0.7,0.3,0.0,99.53,7.454466674114999,45.0,45.0,0,0,0.0,1,30,1.0,0,77.8378,0.0453,4050.0,2.3219,36,0.1296,0.5,0.0143,0.0,0.46,0.64,12,0,1,0,0
0.22,0.113,1.0,0.0,0.0,97.42,4.73608333806,35.0,35.0,0,0,0.0,1,10,3.0,0,333.3333,0.0237,2450.0,2.3219,6,0.3573,0.7,0.0114,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,1.0,0.0,0.0,140.13,11.161000011155,45.0,45.0,0,0,0.0,1,20,3.0,0,205.7143,0.0365,4050.0,2.3219,5,0.347,0.6,0.0123,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.97,0.0,0.03,197.01,10.217150010205,45.0,45.0,0,0,0.0,1,10,3.0,0,305.4545,0.0402,4050.0,2.3219,9,0.2389,0.7,0.0122,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.87,0.13,0.0,55.58,5.04760000504,35.0,35.0,0,0,0.0,1,0,3.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.65,0.5,6,0,1,0,0
0.22,0.113,1.0,0.0,0.0,34.26,2.9724833362950003,25.0,25.0,0,0,0.0,1,10,1.0,0,102.8571,0.016,1250.0,2.3219,14,0.1724,0.4,0.0126,0.0,0.6,0.5,2,0,1,0,0
0.22,0.113,0.67,0.33,0.0,128.06,6.89946667356,35.0,35.0,0,0,0.0,1,10,3.0,0,288.0,0.0245,2450.0,2.3219,10,0.3084,0.6,0.0114,0.0,0.49,0.57,9,0,1,0,0
0.22,0.113,0.67,0.33,0.0,79.33,6.71086667337,35.0,35.0,0,0,0.0,1,0,3.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.61,0.53,9,0,1,0,0
0.22,0.113,0.9,0.1,0.0,72.82,5.30546667196,45.0,45.0,0,0,0.0,1,30,3.0,0,261.8182,0.031,4050.0,2.3219,15,0.4973,0.5,0.0147,0.0,0.4,0.66,4,0,1,0,0
0.22,0.113,1.0,0.0,0.0,33.05,2.703666669355,25.0,25.0,0,0,0.0,1,10,1.0,0,231.4286,0.016,1250.0,2.3219,10,0.1672,0.4,0.0114,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.17,0.5,0.33,22.96,28.973000028970002,45.0,45.0,0,0,0.0,1,20,2.0,0,284.5161,0.0418,4050.0,2.3219,22,0.2205,0.4,0.0145,0.0,0.5,0.51,12,0,1,0,0
0.22,0.113,0.55,0.45,0.0,13.76,1.50624138081,35.0,35.0,0,0,0.0,1,30,3.0,0,163.6364,0.0132,2450.0,2.3219,11,0.7227,0.6,0.0153,0.0,0.59,0.55,9,0,1,0,0
0.22,0.113,0.9,0.1,0.0,124.98,6.736600006734999,35.0,35.0,0,0,0.0,1,0,2.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.57,0.73,3,0,1,0,0
0.22,0.113,0.93,0.07,0.0,73.46,5.88945000588,45.0,45.0,0,0,0.0,1,30,1.0,0,105.0,0.0454,4050.0,2.3219,39,0.1333,0.5,0.0139,0.0,0.74,0.56,4,0,1,0,0
0.22,0.113,0.7,0.3,0.0,207.88,9.62993334296,35.0,35.0,0,0,0.0,1,20,3.0,0,180.0,0.0188,2450.0,2.3219,3,0.5355,0.7,0.008,0.0,0.58,0.31,9,0,1,0,0
0.22,0.113,0.93,0.0,0.07,120.61,9.700137940735,45.0,45.0,0,0,0.0,1,30,3.0,0,276.9231,0.0336,4050.0,2.3219,10,0.4231,0.6,0.0107,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.23,0.73,0.03,131.27,10.84090001083,35.0,35.0,0,0,0.0,1,40,2.0,0,276.9231,0.0207,2450.0,2.3219,10,0.5182,0.5,0.0147,0.0,0.64,0.5,9,0,1,0,0
0.22,0.113,0.1,0.0,0.9,13.33,28.9471666956,35.0,35.0,0,0,0.0,1,20,2.0,0,234.7826,0.0255,2450.0,2.3219,13,0.3188,0.6,0.0144,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.63,0.33,0.03,138.03,10.557750010549999,45.0,45.0,0,0,0.0,1,40,2.0,0,216.0,0.0377,4050.0,2.3219,26,0.3584,0.3,0.0149,0.0,0.65,0.4,8,0,1,0,0
0.22,0.113,1.0,0.0,0.0,136.76,6.980450006965,45.0,45.0,0,0,0.0,1,10,1.0,0,245.8537,0.0456,4050.0,2.3219,20,0.0748,0.6,0.0122,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.77,0.23,0.0,117.91,7.88525000787,35.0,35.0,0,0,0.0,1,0,1.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.54,0.6,6,0,1,0,0
0.22,0.113,0.6,0.37,0.03,137.4,7.0713333404,45.0,45.0,0,0,0.0,1,30,3.0,0,252.0,0.0315,4050.0,2.3219,11,0.4759,0.5,0.0197,0.0,0.5,0.47,8,0,1,0,0
0.22,0.113,0.93,0.07,0.0,98.08,7.4400666740900006,45.0,45.0,0,0,0.0,1,20,2.0,0,223.4483,0.0417,4050.0,2.3219,17,0.2126,0.5,0.0132,0.0,0.46,0.44,8,0,1,0,0
0.22,0.113,0.17,0.8,0.03,11.93,24.70226669137,25.0,25.0,0,0,0.0,1,20,1.0,0,205.7143,0.0154,1250.0,2.3219,15,0.2616,0.7,0.0125,0.0,0.56,0.62,6,0,1,0,0
0.22,0.113,0.77,0.23,0.0,77.36,6.35686667301,35.0,35.0,0,0,0.0,1,10,2.0,0,113.6842,0.0273,2450.0,2.3219,16,0.2196,0.4,0.0146,0.0,0.58,0.41,9,0,1,0,0
0.22,0.113,0.13,0.53,0.33,21.75,29.75785002975,35.0,35.0,0,0,0.0,1,40,1.0,0,39.1304,0.0283,2450.0,2.3219,42,0.2298,0.5,0.0128,0.0,0.49,0.51,9,0,1,0,0
0.22,0.113,1.0,0.0,0.0,95.66,6.5742000065649995,45.0,45.0,0,0,0.0,1,20,3.0,0,148.2353,0.0371,4050.0,2.3219,16,0.3328,0.5,0.0116,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.07,0.3,0.63,11.01,29.960850029950002,35.0,35.0,0,0,0.0,1,20,2.0,0,144.0,0.0247,2450.0,2.3219,16,0.338,0.4,0.0151,0.0,0.62,0.35,6,0,1,0,0
0.22,0.113,0.1,0.0,0.9,10.64,28.955266695605,25.0,25.0,0,0,0.0,1,10,1.0,0,180.0,0.016,1250.0,2.3219,8,0.1696,0.5,0.0106,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.13,0.17,0.7,5.58,26.94981669361,25.0,25.0,0,0,0.0,1,10,3.0,0,270.0,0.0103,1250.0,2.3219,3,0.538,1.0,0.0151,0.0,0.67,0.3,2,0,1,0,0
0.22,0.113,0.07,0.77,0.17,18.03,29.94946669661,35.0,35.0,0,0,0.0,1,0,3.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.64,0.52,9,0,1,0,0
0.22,0.113,0.07,0.0,0.93,20.91,29.954800029935,45.0,45.0,0,0,0.0,1,0,2.0,0,180.0,0.0454,4050.0,2.3219,2,0.044,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.77,0.07,0.17,251.57,14.980316681629999,25.0,25.0,0,0,0.0,1,30,2.0,0,270.0,0.0105,1250.0,2.3219,6,0.5536,0.3,0.0163,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.07,0.0,0.93,17.34,29.94540002993,35.0,35.0,0,0,0.0,1,0,2.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.07,0.27,0.67,19.21,29.956666696604998,45.0,45.0,0,0,0.0,1,10,1.0,0,267.907,0.0456,4050.0,2.3219,19,0.0748,0.6,0.0134,0.0,0.69,0.41,4,0,1,0,0
0.22,0.113,0.03,0.5,0.47,22.02,29.96160002996,45.0,45.0,0,0,0.0,1,20,3.0,0,172.8,0.0351,4050.0,2.3219,18,0.3988,0.6,0.0126,0.0,0.6,0.46,12,0,1,0,0
0.22,0.113,0.43,0.57,0.0,17.24,15.1065000151,25.0,25.0,0,0,0.0,1,40,1.0,0,240.0,0.014,1250.0,2.3219,13,0.4092,0.4,0.0116,0.0,0.49,0.57,6,0,1,0,0
0.22,0.113,0.1,0.47,0.43,8.34,27.665383360985,35.0,35.0,0,0,0.0,1,30,3.0,0,300.0,0.0162,2450.0,2.3219,6,0.6037,0.3,0.0094,0.0,0.49,0.62,3,0,1,0,0
0.22,0.113,0.1,0.67,0.23,21.08,29.894666696555,45.0,45.0,0,0,0.0,1,40,1.0,0,253.1868,0.045,4050.0,2.3219,51,0.162,0.5,0.0136,0.0,0.53,0.64,12,0,1,0,0
0.22,0.113,0.2,0.8,0.0,45.42,23.905916690565,25.0,25.0,0,0,0.0,1,20,2.0,0,294.5455,0.0117,1250.0,2.3219,6,0.502,0.2,0.0135,0.0,0.52,0.85,2,1,0,0,0
0.22,0.113,0.07,0.93,0.0,127.22,28.319266694975,35.0,35.0,0,0,0.0,1,10,2.0,0,303.1579,0.0272,2450.0,2.3219,8,0.2112,0.9,0.0093,0.0,0.41,0.6,9,1,0,0,0
0.22,0.113,0.07,0.87,0.07,64.58,28.143683361465,35.0,35.0,0,0,0.0,1,20,3.0,0,342.8571,0.0196,2450.0,2.3219,7,0.5131,0.6,0.6294,0.0137,0.66,0.53,6,1,0,0,0
0.22,0.113,0.03,0.77,0.2,79.96,28.090733361415,45.0,45.0,0,0,0.0,1,30,2.0,0,260.6897,0.0396,4050.0,2.3219,11,0.2895,0.5,0.0132,0.0,0.5,0.47,8,1,0,0,0
0.22,0.113,0.0,0.93,0.07,121.61,29.89920002989,35.0,35.0,0,0,0.0,1,10,2.0,0,246.8571,0.0275,2450.0,2.3219,16,0.2088,0.4,0.015,0.0,0.83,0.46,3,1,0,0,0
0.22,0.113,0.97,0.0,0.03,151.14,12.926600012924998,45.0,45.0,0,0,0.0,1,0,1.0,0,180.0,0.0454,4050.0,2.3219,2,0.044,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.1,0.53,0.37,62.65,27.195533360515,35.0,35.0,0,0,0.0,1,40,2.0,0,327.2727,0.0212,2450.0,2.3219,9,0.4735,0.8,0.0143,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.1,0.8,0.1,96.75,25.553833358875,45.0,45.0,0,0,0.0,1,20,1.0,0,261.8182,0.0454,4050.0,2.3219,36,0.1038,0.5,0.015,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.03,0.93,0.03,218.25,28.898600028900002,35.0,35.0,0,0,0.0,1,0,3.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.61,0.54,9,1,0,0,0
0.22,0.113,0.0,0.8,0.2,80.08,29.901733363235,45.0,45.0,0,0,0.0,1,30,2.0,0,305.4545,0.0398,4050.0,2.3219,11,0.288,0.5,0.0129,0.0,0.48,0.61,4,1,0,0,0
0.22,0.113,0.07,0.9,0.03,156.91,28.016166694675,35.0,35.0,0,0,0.0,1,0,3.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.52,0.57,6,1,0,0,0
0.22,0.113,0.83,0.17,0.0,81.45,8.71600000871,35.0,35.0,0,0,0.0,1,0,2.0,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.56,0.44,6,1,0,0,0
0.22,0.113,0.07,0.9,0.03,108.64,26.315583359635,35.0,35.0,0,0,0.0,1,20,1.0,0,120.0,0.0293,2450.0,2.3219,28,0.1529,0.5,0.0135,0.0,0.51,0.49,9,1,0,0,0
0.22,0.113,0.07,0.8,0.13,121.9,27.396200027389998,45.0,45.0,0,0,0.0,1,10,2.0,0,157.5,0.0438,4050.0,2.3219,14,0.1406,0.6,0.0141,0.0,0.58,0.55,12,1,0,0,0
0.22,0.113,0.03,0.7,0.27,82.63,29.911333363224998,45.0,45.0,0,0,0.0,1,10,2.0,0,240.0,0.0436,4050.0,2.3219,12,0.1422,0.5,0.0127,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.07,0.77,0.17,70.85,27.00541669366,45.0,45.0,0,0,0.0,1,40,2.0,0,180.0,0.0383,4050.0,2.3219,17,0.3465,0.5,0.0097,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.2,0.6,0.2,63.86,24.666466691314998,45.0,45.0,0,0,0.0,1,20,2.0,0,270.0,0.0417,4050.0,2.3219,22,0.2194,0.5,0.0136,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.23,0.63,0.13,53.4,22.163800022150003,25.0,25.0,0,0,0.0,1,20,1.0,0,189.4737,0.0155,1250.0,2.3219,12,0.26,0.5,0.0136,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.3,0.67,0.03,83.67,14.930050014915,35.0,35.0,1,45,1.5,0,0,0.0,0,360.0,0.0218,2450.0,2.3219,7,0.4488,0.6,0.0105,0.0,0.43,0.54,6,1,0,0,0
0.22,0.113,0.27,0.73,0.0,120.62,15.00608334833,45.0,45.0,1,70,2.0,0,0,0.0,0,180.0,0.0374,4050.0,2.3219,9,0.369,0.4,0.0065,0.0,0.66,0.69,12,1,0,0,0
0.22,0.113,0.8,0.2,0.0,100.85,9.61945000961,35.0,35.0,1,30,2.5,0,0,0.0,0,180.0,0.0227,2450.0,2.3219,5,0.3914,0.4,0.0071,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.37,0.57,0.07,102.55,14.33031668098,45.0,45.0,1,45,2.5,0,0,0.0,0,192.0,0.0345,4050.0,2.3219,10,0.3925,0.6,0.0065,0.0,0.52,0.65,12,1,0,0,0
0.22,0.113,0.48,0.48,0.03,105.91,16.34110346461,45.0,45.0,1,45,2.0,0,0,0.0,0,135.0,0.0316,4050.0,2.3219,8,0.4814,0.6,0.0098,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.4,0.6,0.0,78.43,13.88546668054,35.0,35.0,1,30,1.5,0,0,0.0,0,180.0,0.0185,2450.0,2.3219,2,0.5647,1.0,0.0041,0.0,0.61,0.4,9,1,0,0,0
0.22,0.113,0.6,0.4,0.0,99.29,10.167050010155,45.0,45.0,1,70,2.5,0,0,0.0,0,150.0,0.0419,4050.0,2.3219,10,0.2464,0.6,0.0117,0.0,0.51,0.65,8,1,0,0,0
0.22,0.113,0.53,0.43,0.03,72.19,9.754200009745,25.0,25.0,1,30,1.5,0,0,0.0,0,120.0,0.014,1250.0,2.3219,8,0.3672,0.5,0.0083,0.0,0.32,0.6,4,1,0,0,0
0.22,0.113,0.83,0.17,0.0,32.45,3.67101667033,25.0,25.0,1,15,2.5,0,0,0.0,0,360.0,0.0112,1250.0,2.3219,1,0.4976,0.0,0.0,1.0,0.88,0.27,2,1,0,0,0
0.22,0.113,0.47,0.53,0.0,106.71,11.310933344635,35.0,35.0,1,30,2.0,0,0,0.0,0,180.0,0.0216,2450.0,2.3219,2,0.4455,0.0,0.0,1.0,0.48,0.61,9,1,0,0,0
0.22,0.113,0.73,0.27,0.0,73.09,5.71905000571,25.0,25.0,1,70,2.5,0,0,0.0,0,180.0,0.0158,1250.0,2.3219,2,0.2048,0.0,0.0,1.0,0.73,0.52,4,1,0,0,0
0.22,0.113,0.47,0.53,0.0,66.91,8.614066675270001,35.0,35.0,1,30,2.5,0,0,0.0,0,180.0,0.0177,2450.0,2.3219,4,0.549,1.0,0.0091,0.0,0.39,0.42,9,1,0,0,0
0.22,0.113,0.5,0.5,0.0,31.55,5.68293333901,25.0,25.0,1,15,1.5,0,0,0.0,0,180.0,0.0101,1250.0,2.3219,2,0.5764,0.0,0.0,1.0,0.18,0.69,2,1,0,0,0
0.22,0.113,0.55,0.45,0.0,45.61,4.603655177,25.0,25.0,1,70,1.5,0,0,0.0,0,120.0,0.0153,1250.0,2.3219,4,0.2888,0.5,0.0066,0.0,0.65,0.7,4,1,0,0,0
0.22,0.113,0.38,0.59,0.03,112.73,14.0986551865,45.0,45.0,1,30,2.0,0,0,0.0,0,180.0,0.0307,4050.0,2.3219,7,0.5009,0.6,0.0075,0.0,0.68,0.5,12,1,0,0,0
0.22,0.113,0.6,0.4,0.0,103.94,9.942400009930001,35.0,35.0,1,70,2.5,0,0,0.0,0,240.0,0.0277,2450.0,2.3219,3,0.211,0.7,0.0041,0.0,0.61,0.46,9,1,0,0,0
0.22,0.113,0.9,0.1,0.0,50.45,4.695333338015001,25.0,25.0,1,45,2.5,0,0,0.0,0,180.0,0.0136,1250.0,2.3219,2,0.3452,0.0,0.0,1.0,0.76,0.55,2,1,0,0,0
0.22,0.113,0.13,0.83,0.03,109.94,18.648000018645,45.0,45.0,1,30,1.5,0,0,0.0,0,180.0,0.0256,4050.0,2.3219,5,0.616,0.6,0.0072,0.0,0.52,0.61,8,1,0,0,0
0.22,0.113,0.5,0.43,0.07,114.7,14.843333348175,45.0,45.0,1,45,2.5,0,0,0.0,0,240.0,0.0319,4050.0,2.3219,4,0.4584,0.5,0.0058,0.0,0.58,0.44,8,1,0,0,0
0.22,0.113,0.87,0.13,0.0,41.88,4.29913333762,25.0,25.0,1,30,2.0,0,0,0.0,0,90.0,0.0133,1250.0,2.3219,4,0.378,1.0,0.0079,0.0,0.69,0.8,2,1,0,0,0
0.22,0.113,0.63,0.37,0.0,67.78,10.592650010584999,35.0,35.0,1,15,2.5,0,0,0.0,0,360.0,0.0176,2450.0,2.3219,1,0.5661,0.0,0.0,1.0,0.65,0.4,3,1,0,0,0
0.22,0.113,0.4,0.6,0.0,103.96,11.96080001195,35.0,35.0,1,45,1.5,0,0,0.0,0,327.2727,0.0227,2450.0,2.3219,9,0.4524,0.6,0.0323,0.0,0.77,0.53,3,1,0,0,0
0.22,0.113,0.5,0.5,0.0,120.23,12.660250012645001,35.0,35.0,1,30,1.5,0,0,0.0,0,270.0,0.0222,2450.0,2.3219,5,0.4665,0.2,0.0096,0.0,0.28,0.45,3,1,0,0,0
0.22,0.113,0.57,0.43,0.0,95.4,10.83340001083,35.0,35.0,1,70,1.5,0,0,0.0,0,200.0,0.0258,2450.0,2.3219,7,0.3402,0.6,0.0106,0.0,0.63,0.39,6,1,0,0,0
0.22,0.113,0.97,0.03,0.0,44.9,5.381800005365,25.0,25.0,1,30,2.0,0,0,0.0,0,180.0,0.0132,1250.0,2.3219,2,0.3788,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.57,0.4,0.03,111.19,13.373266680035,45.0,45.0,1,45,2.0,0,0,0.0,0,216.0,0.0335,4050.0,2.3219,4,0.4446,0.2,0.0085,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.77,0.2,0.03,38.19,4.8096666714700005,25.0,25.0,1,15,2.0,0,0,0.0,0,180.0,0.0094,1250.0,2.3219,2,0.576,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.53,0.47,0.0,76.56,8.04573334137,25.0,25.0,1,45,1.5,0,0,0.0,0,205.7143,0.0137,1250.0,2.3219,4,0.3732,1.0,0.01,0.0,0.64,0.7,4,1,0,0,0
0.22,0.113,1.0,0.0,0.0,58.83,5.281466671945,25.0,25.0,1,30,2.5,0,0,0.0,0,180.0,0.0133,1250.0,2.3219,2,0.3652,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.77,0.2,0.03,76.2,11.27966667794,35.0,35.0,1,70,2.0,0,0,0.0,0,144.0,0.0258,2450.0,2.3219,9,0.3071,0.4,0.0097,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.73,0.23,0.03,42.26,4.33748333766,25.0,25.0,1,30,2.0,0,0,0.0,0,180.0,0.0121,1250.0,2.3219,2,0.4236,0.0,0.0,1.0,0.57,0.84,2,1,0,0,0
0.22,0.113,0.44,0.56,0.0,10.0,0.5991111117000001,45.0,45.0,1,15,1.5,0,0,0.0,0,180.0,0.0203,4050.0,2.3219,2,0.7136,0.0,0.0,1.0,0.57,0.51,8,1,0,0,0
0.22,0.113,0.57,0.4,0.03,100.09,15.19496668186,45.0,45.0,1,15,2.5,0,0,0.0,0,180.0,0.0233,4050.0,2.3219,2,0.6281,1.0,0.003,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.43,0.57,0.0,123.44,14.56780001456,45.0,45.0,1,70,2.0,0,0,0.0,0,144.0,0.0367,4050.0,2.3219,11,0.3756,0.5,0.0085,0.0,0.27,0.57,4,1,0,0,0
0.22,0.113,0.57,0.43,0.0,115.82,12.370400012354999,45.0,45.0,1,70,2.0,0,0,0.0,0,270.0,0.0341,4050.0,2.3219,3,0.4168,1.0,0.0091,0.0,0.5,0.49,8,1,0,0,0
0.22,0.113,0.87,0.13,0.0,25.8,4.659066671314999,25.0,25.0,1,15,1.5,0,0,0.0,0,120.0,0.0086,1250.0,2.3219,3,0.6376,0.7,0.0044,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.72,0.28,0.0,87.81,8.71996552595,35.0,35.0,1,45,1.5,0,0,0.0,0,130.9091,0.0207,2450.0,2.3219,9,0.4808,0.6,0.0108,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.57,0.4,0.03,44.12,5.40026667205,25.0,25.0,1,45,2.5,0,0,0.0,0,360.0,0.014,1250.0,2.3219,1,0.3024,0.0,0.0,1.0,0.35,0.51,6,1,0,0,0
0.22,0.113,0.6,0.4,0.0,38.11,6.79273334012,25.0,25.0,1,45,1.5,0,0,0.0,0,180.0,0.0127,1250.0,2.3219,2,0.412,0.0,0.0,1.0,0.58,0.52,4,1,0,0,0
0.22,0.113,0.8,0.2,0.0,35.74,3.8064833371350004,25.0,25.0,1,15,2.5,0,0,0.0,0,360.0,0.0116,1250.0,2.3219,2,0.454,1.0,0.0164,0.0,0.59,0.62,6,1,0,0,0
0.22,0.113,0.9,0.1,0.0,43.64,4.00718333733,25.0,25.0,1,70,2.5,0,0,0.0,0,180.0,0.0153,1250.0,2.3219,2,0.208,0.0,0.0,1.0,0.56,0.71,2,1,0,0,0
0.22,0.113,0.4,0.6,0.0,197.98,17.572700017564998,45.0,45.0,1,30,2.5,0,0,0.0,0,288.0,0.0324,4050.0,2.3219,5,0.46,0.4,0.0087,0.0,0.43,0.6,12,1,0,0,0
0.22,0.113,0.6,0.4,0.0,107.92,13.98940001398,45.0,45.0,1,70,2.0,0,0,0.0,0,308.5714,0.0372,4050.0,2.3219,6,0.3709,0.7,0.0074,0.0,0.0,0.0,0,1,0,0,0
0.22,0.113,0.57,0.43,0.0,49.88,4.28111667094,25.0,25.0,1,15,2.0,0,0,0.0,0,180.0,0.0125,1250.0,2.3219,2,0.4188,1.0,0.0005,0.0,0.39,0.58,4,1,0,0,0
0.22,0.113,0.5,0.5,0.0,65.07,9.457200009445,35.0,35.0,1,45,2.0,0,0,0.0,0,360.0,0.0239,2450.0,2.3219,2,0.3629,1.0,0.0086,0.0,0.5,0.58,9,1,0,0,0
0.22,0.113,0.7,0.3,0.0,61.4,5.206866671859999,25.0,25.0,1,30,2.5,0,0,0.0,0,180.0,0.0141,1250.0,2.3219,2,0.3268,0.0,0.0,1.0,0.49,0.62,2,1,0,0,0
0.22,0.113,0.17,0.83,0.0,67.69,7.9654500079499995,45.0,45.0,1,15,1.5,0,0,0.0,0,180.0,0.0178,4050.0,2.3219,2,0.7532,1.0,0.0001,0.0,0.56,0.42,12,1,0,0,0
0.22,0.113,0.27,0.73,0.0,142.0,20.898733354220003,45.0,45.0,1,30,2.0,0,0,0.0,0,216.0,0.0291,4050.0,2.3219,10,0.539,0.6,0.0101,0.0,0.6,0.46,8,1,0,0,0
0.22,0.113,0.27,0.73,0.0,166.57,16.063400016045,45.0,45.0,1,70,1.5,0,0,0.0,0,327.2727,0.033,4050.0,2.3219,7,0.468,0.7,0.0082,0.0,0.64,0.5,8,1,0,0,0
