robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstacles,crowdnav,dwa,rlca,teb
1.1,0.625,0.63,0.37,0.0,53.76,3.0,70.0,70.0,1,45,4.0,0,0,0.0,0,180.0,0.0217,2450.0,2.3219,4,0.4439,0.8,0.0066,0.0,0.51,0.39,6,0,0,1,0
0.22,0.113,0.37,0.6,0.03,460.25,19.0,90.0,90.0,1,30,5.0,0,0,0.0,0,180.0,0.0293,4050.0,2.3219,2,0.5121,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.57,0.43,0.0,66.49,2.0,50.0,50.0,1,70,4.0,0,0,0.0,0,360.0,0.0144,1250.0,2.3219,1,0.3208,0.0,0.0,1.0,0.65,0.68,6,0,1,0,0
1.1,0.625,0.41,0.59,0.0,49.51,4.0,50.0,50.0,1,45,3.0,0,0,0.0,0,216.0,0.0138,1250.0,2.3219,6,0.3696,0.5,0.0657,0.0001,0.44,0.51,6,0,1,0,0
0.22,0.113,0.79,0.21,0.0,71.46,5.0,70.0,70.0,1,45,3.0,0,0,0.0,0,240.0,0.0206,2450.0,2.3219,3,0.4929,1.0,0.0076,0.0,0.65,0.62,6,0,1,0,0
2.0,0.267,0.87,0.13,0.0,118.13,3.0,50.0,50.0,1,45,4.0,0,0,0.0,0,240.0,0.0145,1250.0,2.3219,5,0.316,0.6,0.0125,0.0,0.58,0.39,2,0,1,0,0
2.0,0.267,0.6,0.4,0.0,95.85,3.0,70.0,70.0,1,30,4.0,0,0,0.0,0,225.0,0.021,2450.0,2.3219,8,0.4465,0.6,0.0701,0.0002,0.42,0.82,6,0,1,0,0
1.1,0.625,0.48,0.52,0.0,93.76,10.0,70.0,70.0,1,15,5.0,0,0,0.0,0,360.0,0.0189,2450.0,2.3219,1,0.539,0.0,0.0,1.0,0.76,0.68,3,0,0,1,0
1.1,0.625,0.5,0.18,0.32,73.91,14.0,90.0,90.0,1,30,3.0,0,0,0.0,0,300.0,0.0267,4050.0,2.3219,7,0.5937,0.6,0.0108,0.0,0.0,0.0,0,0,0,1,0
1.1,0.625,0.3,0.6,0.1,101.05,7.0,90.0,90.0,1,70,4.0,0,0,0.0,0,180.0,0.0332,4050.0,2.3219,5,0.4547,0.8,0.0107,0.0,0.43,0.66,4,0,0,1,0
2.0,0.267,0.3,0.7,0.0,231.88,11.0,90.0,90.0,1,15,5.0,0,0,0.0,0,120.0,0.026,4050.0,2.3219,4,0.5881,1.0,0.0081,0.0,0.58,0.66,8,0,1,0,0
1.1,0.625,0.6,0.4,0.0,75.77,5.0,50.0,50.0,1,45,5.0,0,0,0.0,0,360.0,0.0155,1250.0,2.3219,1,0.24,0.0,0.0,1.0,0.48,0.4,6,0,1,0,0
1.1,0.625,0.52,0.48,0.0,33.66,7.0,70.0,70.0,1,30,3.0,0,0,0.0,0,240.0,0.0181,2450.0,2.3219,2,0.578,1.0,0.0084,0.0,0.69,0.59,6,0,1,0,0
0.22,0.113,0.62,0.38,0.0,39.91,2.0,50.0,50.0,1,45,3.0,0,0,0.0,0,144.0,0.0135,1250.0,2.3219,5,0.3908,0.2,0.0111,0.0,0.56,0.62,6,0,1,0,0
2.0,0.267,0.73,0.27,0.0,90.74,5.0,70.0,70.0,1,30,3.0,0,0,0.0,0,288.0,0.0182,2450.0,2.3219,7,0.5561,0.4,0.0115,0.0,0.48,0.42,3,0,1,0,0
0.22,0.113,0.57,0.43,0.0,75.32,5.0,90.0,90.0,1,15,5.0,0,0,0.0,0,360.0,0.0215,4050.0,2.3219,1,0.6702,0.0,0.0,1.0,0.53,0.65,12,0,1,0,0
1.1,0.625,0.57,0.43,0.0,86.98,4.0,50.0,50.0,1,70,5.0,0,0,0.0,0,180.0,0.0161,1250.0,2.3219,2,0.2024,0.0,0.0,1.0,0.52,0.43,6,0,1,0,0
1.1,0.625,0.21,0.79,0.0,95.4,11.0,70.0,70.0,1,15,3.0,0,0,0.0,0,180.0,0.0137,2450.0,2.3219,3,0.6818,0.7,0.0054,0.0,0.46,0.51,9,0,1,0,0
0.22,0.113,0.47,0.53,0.0,132.66,9.0,70.0,70.0,1,45,3.0,0,0,0.0,0,249.2308,0.0211,2450.0,2.3219,6,0.4804,0.7,0.0095,0.0,0.43,0.62,9,0,1,0,0
2.0,0.267,0.63,0.33,0.03,153.95,8.0,70.0,70.0,1,45,5.0,0,0,0.0,0,360.0,0.0235,2450.0,2.3219,2,0.3673,1.0,0.006,0.0,0.45,0.6,9,0,1,0,0
2.0,0.267,0.5,0.5,0.0,121.15,7.0,70.0,70.0,1,30,4.0,0,0,0.0,0,90.0,0.0201,2450.0,2.3219,4,0.5049,0.5,0.0052,0.0,0.35,0.63,6,0,1,0,0
2.0,0.267,0.87,0.13,0.0,104.79,3.0,50.0,50.0,1,45,5.0,0,0,0.0,0,240.0,0.0157,1250.0,2.3219,3,0.2548,0.7,0.0037,0.0,0.63,0.52,2,0,1,0,0
0.22,0.113,1.0,0.0,0.0,27.19,3.0,50.0,50.0,1,30,5.0,0,0,0.0,0,180.0,0.0153,1250.0,2.3219,2,0.2568,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
2.0,0.267,0.7,0.3,0.0,197.67,7.0,90.0,90.0,1,30,4.0,0,0,0.0,0,180.0,0.0281,4050.0,2.3219,4,0.5589,1.0,0.0056,0.0,0.74,0.6,8,0,1,0,0
2.0,0.267,0.43,0.57,0.0,39.23,4.0,90.0,90.0,1,15,3.0,0,0,0.0,0,240.0,0.0165,4050.0,2.3219,3,0.7722,1.0,0.0086,0.0,0.68,0.63,8,0,1,0,0
0.22,0.113,0.67,0.33,0.0,129.97,5.0,70.0,70.0,1,70,3.0,0,0,0.0,0,90.0,0.0242,2450.0,2.3219,15,0.4027,0.4,0.0118,0.0,0.6,0.55,6,0,1,0,0
2.0,0.267,0.13,0.43,0.43,231.25,25.0,70.0,70.0,1,30,5.0,0,0,0.0,0,120.0,0.0228,2450.0,2.3219,3,0.4043,1.0,0.0063,0.0,0.48,0.57,3,0,0,1,0
2.0,0.267,0.77,0.23,0.0,188.22,6.0,90.0,90.0,1,45,5.0,0,0,0.0,0,144.0,0.0323,4050.0,2.3219,6,0.437,0.3,0.0093,0.0,0.73,0.49,4,0,1,0,0
1.1,0.625,0.67,0.33,0.0,114.2,6.0,70.0,70.0,1,70,5.0,0,0,0.0,0,180.0,0.0283,2450.0,2.3219,8,0.2131,0.5,0.0077,0.0,0.56,0.38,3,0,1,0,0
1.1,0.625,0.2,0.8,0.0,100.74,11.0,70.0,70.0,1,30,5.0,0,0,0.0,0,288.0,0.0221,2450.0,2.3219,5,0.4286,0.4,0.009,0.0,0.41,0.5,9,0,1,0,0
2.0,0.267,0.5,0.5,0.0,176.08,6.0,90.0,90.0,1,15,4.0,0,0,0.0,0,360.0,0.0219,4050.0,2.3219,1,0.6717,0.0,0.0,1.0,0.66,0.58,8,0,1,0,0
2.0,0.267,0.47,0.53,0.0,158.39,7.0,70.0,70.0,1,45,3.0,0,0,0.0,0,60.0,0.0219,2450.0,2.3219,6,0.4731,0.3,0.0069,0.0,0.59,0.6,9,0,1,0,0
2.0,0.267,0.37,0.63,0.0,225.05,10.0,90.0,90.0,1,45,4.0,0,0,0.0,0,120.0,0.0333,4050.0,2.3219,12,0.4373,0.8,0.0104,0.0,0.47,0.63,12,0,1,0,0
1.1,0.625,0.43,0.57,0.0,30.64,3.0,90.0,90.0,1,15,3.0,0,0,0.0,0,324.0,0.0211,4050.0,2.3219,3,0.6889,1.0,0.0142,0.0,0.53,0.68,4,0,1,0,0
0.22,0.113,0.83,0.13,0.03,86.1,5.0,70.0,70.0,1,45,5.0,0,0,0.0,0,120.0,0.0249,2450.0,2.3219,3,0.3131,0.7,0.0031,0.0,0.47,0.62,3,0,1,0,0
0.22,0.113,0.7,0.3,0.0,81.04,4.0,70.0,70.0,1,15,4.0,0,0,0.0,0,360.0,0.0155,2450.0,2.3219,1,0.6465,0.0,0.0,1.0,0.61,0.44,6,0,1,0,0
2.0,0.267,0.2,0.6,0.2,273.5,25.0,90.0,90.0,1,45,4.0,0,0,0.0,0,180.0,0.0341,4050.0,2.3219,9,0.4343,0.3,0.0109,0.0,0.69,0.61,8,0,0,1,0
0.22,0.113,0.13,0.87,0.0,502.12,20.0,90.0,90.0,1,30,3.0,0,0,0.0,0,240.0,0.0258,4050.0,2.3219,5,0.6016,0.6,0.0074,0.0,0.6,0.57,4,0,0,1,0
2.0,0.267,0.6,0.4,0.0,123.47,6.0,70.0,70.0,1,15,5.0,0,0,0.0,0,90.0,0.0183,2450.0,2.3219,4,0.5224,1.0,0.0075,0.0,0.48,0.55,9,0,1,0,0
2.0,0.267,0.03,0.63,0.33,199.32,29.0,70.0,70.0,1,70,5.0,0,0,0.0,0,180.0,0.027,2450.0,2.3219,2,0.2349,0.0,0.0,1.0,0.33,0.63,6,0,0,1,0
0.22,0.113,0.67,0.33,0.0,105.28,5.0,90.0,90.0,1,30,4.0,0,0,0.0,0,120.0,0.0261,4050.0,2.3219,4,0.5853,0.5,0.003,0.0,0.54,0.46,12,0,1,0,0
0.22,0.113,0.79,0.21,0.0,31.12,2.0,50.0,50.0,1,15,3.0,0,0,0.0,0,180.0,0.0108,1250.0,2.3219,2,0.5492,0.0,0.0,1.0,0.58,0.44,4,0,1,0,0
1.1,0.625,0.89,0.11,0.0,64.02,4.0,50.0,50.0,1,15,5.0,0,0,0.0,0,180.0,0.0117,1250.0,2.3219,2,0.4496,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
1.1,0.625,0.27,0.73,0.0,89.14,10.0,90.0,90.0,1,45,4.0,0,0,0.0,0,120.0,0.0279,4050.0,2.3219,4,0.5499,0.8,0.0046,0.0,0.62,0.55,12,0,1,0,0
2.0,0.267,0.5,0.27,0.23,76.86,17.0,50.0,50.0,1,30,5.0,0,0,0.0,0,360.0,0.0148,1250.0,2.3219,1,0.2936,0.0,0.0,1.0,0.25,0.32,2,0,0,1,0
2.0,0.267,0.07,0.7,0.23,382.24,28.0,90.0,90.0,1,70,5.0,0,0,0.0,0,225.0,0.0399,4050.0,2.3219,12,0.282,0.4,0.0096,0.0,0.58,0.5,12,0,0,1,0
2.0,0.267,0.7,0.27,0.03,273.67,10.0,90.0,90.0,1,15,5.0,0,0,0.0,0,360.0,0.0238,4050.0,2.3219,1,0.6162,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.79,0.21,0.0,111.45,6.0,90.0,90.0,1,70,4.0,0,0,0.0,0,216.0,0.0378,4050.0,2.3219,12,0.3537,0.7,0.0102,0.0,0.56,0.66,8,0,1,0,0
2.0,0.267,0.4,0.6,0.0,135.66,5.0,90.0,90.0,1,15,4.0,0,0,0.0,0,288.0,0.0185,4050.0,2.3219,3,0.7252,0.0,0.0119,0.0,0.74,0.52,12,0,1,0,0
1.1,0.625,1.0,0.0,0.0,103.53,3.0,50.0,50.0,1,70,5.0,0,0,0.0,0,180.0,0.015,1250.0,2.3219,2,0.2568,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.8,0.2,0.0,47.78,3.0,50.0,50.0,1,45,3.0,0,0,0.0,0,360.0,0.015,1250.0,2.3219,5,0.2932,0.8,0.0107,0.0,0.74,0.57,6,0,1,0,0
0.22,0.113,0.9,0.1,0.0,75.1,3.0,50.0,50.0,1,45,4.0,0,0,0.0,0,180.0,0.0155,1250.0,2.3219,5,0.2488,0.4,0.0095,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.55,0.45,0.0,104.38,4.0,70.0,70.0,1,70,5.0,0,0,0.0,0,240.0,0.0273,2450.0,2.3219,4,0.2337,0.8,0.0061,0.0,0.46,0.75,9,0,1,0,0
2.0,0.267,0.13,0.67,0.2,272.7,25.0,90.0,90.0,1,70,3.0,0,0,0.0,0,144.0,0.0307,4050.0,2.3219,7,0.5186,0.9,0.0088,0.0,0.56,0.54,12,0,0,1,0
1.1,0.625,0.4,0.47,0.13,106.91,13.0,90.0,90.0,1,30,5.0,0,0,0.0,0,360.0,0.0286,4050.0,2.3219,2,0.5296,1.0,0.0107,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.67,0.33,0.0,91.05,5.0,70.0,70.0,1,15,4.0,0,0,0.0,0,180.0,0.0185,2450.0,2.3219,2,0.5557,1.0,0.0001,0.0,0.45,0.45,6,0,1,0,0
1.1,0.625,1.0,0.0,0.0,8.3,0.0,70.0,70.0,1,45,3.0,0,0,0.0,0,180.0,0.0206,2450.0,2.3219,3,0.5163,0.3,0.0073,0.0,0.34,0.48,3,0,0,1,0
2.0,0.267,0.37,0.63,0.0,212.34,9.0,90.0,90.0,1,15,4.0,0,0,0.0,0,360.0,0.0197,4050.0,2.3219,2,0.7046,1.0,0.0028,0.0,0.61,0.62,12,0,1,0,0
2.0,0.267,0.73,0.27,0.0,107.8,3.0,70.0,70.0,1,15,5.0,0,0,0.0,0,360.0,0.0158,2450.0,2.3219,1,0.6071,0.0,0.0,1.0,0.68,0.59,6,0,1,0,0
1.1,0.625,0.33,0.63,0.03,93.22,14.0,90.0,90.0,1,30,3.0,0,0,0.0,0,180.0,0.0259,4050.0,2.3219,2,0.6107,0.0,0.0,1.0,0.65,0.63,4,0,1,0,0
0.22,0.113,0.79,0.17,0.03,93.55,4.0,70.0,70.0,1,70,4.0,0,0,0.0,0,360.0,0.0235,2450.0,2.3219,2,0.3616,1.0,0.004,0.0,0.56,0.6,6,0,1,0,0
2.0,0.267,0.63,0.37,0.0,86.26,4.0,50.0,50.0,1,45,3.0,0,0,0.0,0,120.0,0.0139,1250.0,2.3219,7,0.3492,0.6,0.0079,0.0,0.49,0.38,6,0,1,0,0
0.22,0.113,0.73,0.27,0.0,107.14,6.0,90.0,90.0,1,70,5.0,0,0,0.0,0,180.0,0.0401,4050.0,2.3219,10,0.2912,0.4,0.0084,0.0,0.69,0.67,8,0,1,0,0
1.1,0.625,0.37,0.6,0.03,167.47,8.0,70.0,70.0,1,45,4.0,0,0,0.0,0,360.0,0.0226,2450.0,2.3219,1,0.4316,0.0,0.0,1.0,0.7,0.45,6,0,0,1,0
2.0,0.267,0.6,0.4,0.0,151.7,5.0,90.0,90.0,1,45,3.0,0,0,0.0,0,288.0,0.0304,4050.0,2.3219,8,0.5351,0.8,0.0096,0.0,0.53,0.35,8,0,1,0,0
2.0,0.267,0.62,0.38,0.0,141.66,6.0,70.0,70.0,1,70,3.0,0,0,0.0,0,216.0,0.0251,2450.0,2.3219,5,0.3676,0.6,0.0102,0.0,0.93,0.6,3,0,1,0,0
1.1,0.625,0.3,0.7,0.0,97.57,14.0,70.0,70.0,1,70,3.0,0,0,0.0,0,80.0,0.0267,2450.0,2.3219,17,0.3253,0.6,0.0118,0.0,0.46,0.7,6,0,1,0,0
2.0,0.267,0.73,0.27,0.0,182.73,8.0,90.0,90.0,1,15,5.0,0,0,0.0,0,180.0,0.023,4050.0,2.3219,2,0.6486,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.76,0.17,0.07,48.51,4.0,50.0,50.0,1,30,3.0,0,0,0.0,0,360.0,0.0117,1250.0,2.3219,3,0.4996,0.7,0.0095,0.0,0.66,0.39,4,0,1,0,0
0.22,0.113,0.6,0.4,0.0,106.09,6.0,90.0,90.0,1,30,5.0,0,0,0.0,0,90.0,0.0303,4050.0,2.3219,4,0.4986,1.0,0.0072,0.0,0.42,0.62,12,0,1,0,0
0.22,0.113,0.69,0.31,0.0,73.75,4.0,70.0,70.0,1,30,5.0,0,0,0.0,0,360.0,0.0209,2450.0,2.3219,1,0.4533,0.0,0.0,1.0,0.66,0.54,6,0,1,0,0
1.1,0.625,1.0,0.0,0.0,4.23,0.0,70.0,70.0,1,15,4.0,0,0,0.0,0,180.0,0.0142,2450.0,2.3219,3,0.6529,0.7,0.0047,0.0,0.0,0.0,0,0,0,1,0
2.0,0.267,0.53,0.47,0.0,83.98,3.0,50.0,50.0,1,30,3.0,0,0,0.0,0,72.0,0.013,1250.0,2.3219,6,0.4116,0.5,0.0086,0.0,0.67,0.49,6,0,1,0,0
2.0,0.267,0.3,0.7,0.0,284.96,11.0,90.0,90.0,1,45,3.0,0,0,0.0,0,211.7647,0.0309,4050.0,2.3219,11,0.5046,0.5,0.0117,0.0,0.54,0.43,12,0,1,0,0
1.1,0.625,0.14,0.83,0.03,98.34,20.0,90.0,90.0,1,45,3.0,0,0,0.0,0,240.0,0.0308,4050.0,2.3219,4,0.5314,0.5,0.0041,0.0,0.53,0.48,8,0,1,0,0
2.0,0.267,0.83,0.17,0.0,91.09,3.0,50.0,50.0,1,70,4.0,0,0,0.0,0,180.0,0.0156,1250.0,2.3219,2,0.2244,0.0,0.0,1.0,0.54,0.81,2,0,1,0,0
1.1,0.625,1.0,0.0,0.0,4.52,0.0,50.0,50.0,1,15,3.0,0,0,0.0,0,180.0,0.0096,1250.0,2.3219,2,0.5928,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.77,0.23,0.0,38.14,3.0,50.0,50.0,1,45,5.0,0,0,0.0,0,180.0,0.0144,1250.0,2.3219,2,0.2632,0.0,0.0,1.0,0.59,0.53,6,0,1,0,0
0.22,0.113,0.79,0.21,0.0,125.39,6.0,90.0,90.0,1,15,4.0,0,0,0.0,0,180.0,0.0196,4050.0,2.3219,2,0.7073,1.0,0.0001,0.0,0.39,0.36,4,0,1,0,0
0.22,0.113,0.66,0.34,0.0,96.09,8.0,90.0,90.0,1,45,3.0,0,0,0.0,0,102.8571,0.029,4050.0,2.3219,6,0.5531,0.3,0.0062,0.0,0.49,0.61,4,0,1,0,0
1.1,0.625,0.3,0.67,0.03,113.15,16.0,70.0,70.0,1,45,3.0,0,0,0.0,0,257.1429,0.0215,2450.0,2.3219,8,0.4627,0.5,0.0113,0.0,0.54,0.43,3,0,0,1,0
0.22,0.113,0.57,0.43,0.0,63.09,3.0,50.0,50.0,1,15,4.0,0,0,0.0,0,240.0,0.0113,1250.0,2.3219,3,0.518,0.7,0.0053,0.0,0.61,0.63,6,0,1,0,0
1.1,0.625,0.33,0.67,0.0,121.89,10.0,90.0,90.0,1,70,5.0,0,0,0.0,0,240.0,0.0385,4050.0,2.3219,4,0.2922,0.8,0.0245,0.0,0.69,0.53,8,0,1,0,0
1.1,0.625,0.47,0.5,0.03,105.13,10.0,90.0,90.0,1,45,5.0,0,0,0.0,0,240.0,0.0378,4050.0,2.3219,6,0.3193,0.5,0.0072,0.0,0.48,0.49,8,0,1,0,0
0.22,0.113,0.73,0.27,0.0,38.77,4.0,70.0,70.0,1,70,5.0,0,0,0.0,0,180.0,0.027,2450.0,2.3219,4,0.2329,1.0,0.0108,0.0,0.47,0.65,6,0,1,0,0
1.1,0.625,0.4,0.6,0.0,88.34,5.0,50.0,50.0,1,30,5.0,0,0,0.0,0,180.0,0.0151,1250.0,2.3219,2,0.2628,1.0,0.0005,0.0,0.62,0.66,6,0,1,0,0
1.1,0.625,0.66,0.34,0.0,47.77,3.0,50.0,50.0,1,15,5.0,0,0,0.0,0,180.0,0.0102,1250.0,2.3219,2,0.5264,1.0,0.0023,0.0,0.57,0.64,4,0,0,1,0
1.1,0.625,0.6,0.4,0.0,93.88,5.0,70.0,70.0,1,45,5.0,0,0,0.0,0,90.0,0.0251,2450.0,2.3219,4,0.2908,0.5,0.0063,0.0,0.66,0.56,6,0,1,0,0
0.22,0.113,0.77,0.23,0.0,45.96,2.0,50.0,50.0,1,45,3.0,0,0,0.0,0,360.0,0.0135,1250.0,2.3219,3,0.3948,0.3,0.0258,0.0,0.45,0.48,6,0,1,0,0
1.1,0.625,0.67,0.33,0.0,9.18,0.0,70.0,70.0,1,15,3.0,0,0,0.0,0,180.0,0.0142,2450.0,2.3219,2,0.6776,0.0,0.0,1.0,0.66,0.55,3,0,1,0,0
0.22,0.113,0.93,0.07,0.0,49.3,3.0,50.0,50.0,1,70,4.0,0,0,0.0,0,180.0,0.0158,1250.0,2.3219,2,0.2228,0.0,0.0,1.0,0.57,0.5,4,0,1,0,0
2.0,0.267,0.47,0.53,0.0,174.52,8.0,90.0,90.0,1,45,3.0,0,0,0.0,0,135.0,0.0282,4050.0,2.3219,8,0.5614,0.5,0.0086,0.0,0.63,0.47,4,0,1,0,0
0.22,0.113,1.0,0.0,0.0,43.71,2.0,50.0,50.0,1,30,4.0,0,0,0.0,0,360.0,0.0144,1250.0,2.3219,2,0.3324,1.0,0.0065,0.0,0.0,0.0,0,0,1,0,0
2.0,0.267,0.47,0.53,0.0,142.33,6.0,90.0,90.0,1,15,3.0,0,0,0.0,0,180.0,0.0179,4050.0,2.3219,2,0.7378,0.0,0.0,1.0,0.64,0.41,8,0,1,0,0
2.0,0.267,0.73,0.27,0.0,77.43,2.0,50.0,50.0,1,30,4.0,0,0,0.0,0,90.0,0.0136,1250.0,2.3219,4,0.3488,1.0,0.0055,0.0,0.52,0.59,6,0,1,0,0
1.1,0.625,0.63,0.37,0.0,107.36,5.0,50.0,50.0,1,70,5.0,0,0,0.0,0,180.0,0.0158,1250.0,2.3219,2,0.2176,0.0,0.0,1.0,0.76,0.93,2,0,1,0,0
1.1,0.625,0.23,0.77,0.0,78.44,7.0,90.0,90.0,1,30,4.0,0,0,0.0,0,154.2857,0.0262,4050.0,2.3219,5,0.5762,0.8,0.006,0.0,0.48,0.55,12,0,1,0,0
1.1,0.625,0.31,0.69,0.0,88.08,13.0,70.0,70.0,1,70,3.0,0,0,0.0,0,288.0,0.0261,2450.0,2.3219,15,0.3441,0.6,0.0102,0.0,0.53,0.4,6,0,1,0,0
2.0,0.267,0.73,0.27,0.0,88.0,3.0,50.0,50.0,1,45,3.0,0,0,0.0,0,288.0,0.0139,1250.0,2.3219,4,0.364,0.8,0.007,0.0,0.56,0.49,4,0,1,0,0
0.22,0.113,0.87,0.13,0.0,90.78,3.0,50.0,50.0,1,30,5.0,0,0,0.0,0,180.0,0.0139,1250.0,2.3219,2,0.342,0.0,0.0,1.0,0.28,0.42,4,0,1,0,0
2.0,0.267,0.6,0.4,0.0,209.8,8.0,90.0,90.0,1,70,4.0,0,0,0.0,0,317.6471,0.0359,4050.0,2.3219,8,0.3844,0.5,0.0624,0.0,0.58,0.55,4,0,1,0,0
2.0,0.267,0.57,0.4,0.03,197.89,8.0,90.0,90.0,1,45,5.0,0,0,0.0,0,300.0,0.0349,4050.0,2.3219,6,0.4017,0.5,0.0111,0.0,0.41,0.41,12,0,1,0,0
0.22,0.113,0.77,0.23,0.0,116.25,7.0,90.0,90.0,1,15,4.0,0,0,0.0,0,180.0,0.0219,4050.0,2.3219,2,0.6535,0.0,0.0,1.0,0.74,0.42,4,0,1,0,0
2.0,0.267,0.73,0.27,0.0,87.35,2.0,50.0,50.0,1,15,4.0,0,0,0.0,0,360.0,0.0133,1250.0,2.3219,1,0.3888,0.0,0.0,1.0,0.89,0.95,2,0,1,0,0
1.1,0.625,0.43,0.5,0.07,70.05,14.0,70.0,70.0,1,30,4.0,0,0,0.0,0,216.0,0.0215,2450.0,2.3219,5,0.4559,0.4,0.0082,0.0,0.54,0.38,3,0,1,0,0
0.22,0.113,0.43,0.57,0.0,78.02,5.0,90.0,90.0,1,30,3.0,0,0,0.0,0,216.0,0.023,4050.0,2.3219,4,0.6525,0.8,0.0108,0.0,0.56,0.51,12,0,1,0,0
0.22,0.113,0.97,0.0,0.03,134.69,8.0,90.0,90.0,1,70,5.0,0,0,0.0,0,257.1429,0.0414,4050.0,2.3219,8,0.2507,0.6,0.0105,0.0,0.0,0.0,0,0,1,0,0
1.1,0.625,0.83,0.17,0.0,19.84,0.0,50.0,50.0,1,15,4.0,0,0,0.0,0,180.0,0.0129,1250.0,2.3219,3,0.4312,0.0,0.0072,0.0,0.39,0.37,4,0,1,0,0
2.0,0.267,0.47,0.53,0.0,140.79,6.0,70.0,70.0,1,30,4.0,0,0,0.0,0,180.0,0.0225,2450.0,2.3219,5,0.4467,0.8,0.0073,0.0,0.45,0.57,9,0,1,0,0
2.0,0.267,0.1,0.8,0.1,371.28,26.0,70.0,70.0,1,30,5.0,0,0,0.0,0,240.0,0.0219,2450.0,2.3219,2,0.4171,1.0,0.0082,0.0,0.74,0.55,9,0,0,1,0
1.1,0.625,0.23,0.77,0.0,131.55,16.0,90.0,90.0,1,30,5.0,0,0,0.0,0,270.0,0.0321,4050.0,2.3219,3,0.4738,0.7,0.0072,0.0,0.56,0.63,8,0,1,0,0
0.22,0.113,1.0,0.0,0.0,47.58,2.0,50.0,50.0,1,15,5.0,0,0,0.0,0,180.0,0.0136,1250.0,2.3219,2,0.3756,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
2.0,0.267,0.27,0.7,0.03,214.69,20.0,90.0,90.0,1,30,4.0,0,0,0.0,0,360.0,0.0261,4050.0,2.3219,2,0.5863,1.0,0.0064,0.0,0.58,0.66,8,0,0,1,0
0.22,0.113,0.87,0.13,0.0,87.44,5.0,70.0,70.0,1,30,4.0,0,0,0.0,0,180.0,0.0203,2450.0,2.3219,4,0.472,1.0,0.0119,0.0,0.62,0.62,3,0,1,0,0
0.22,0.113,0.86,0.1,0.03,36.77,3.0,50.0,50.0,1,30,5.0,0,0,0.0,0,180.0,0.0127,1250.0,2.3219,2,0.412,0.0,0.0,1.0,0.73,0.39,2,0,1,0,0
1.1,0.625,0.6,0.4,0.0,123.02,5.0,70.0,70.0,1,70,5.0,0,0,0.0,0,180.0,0.0259,2450.0,2.3219,2,0.2565,0.0,0.0,1.0,0.52,0.45,6,0,1,0,0
2.0,0.267,0.34,0.66,0.0,190.73,8.0,90.0,90.0,1,45,4.0,0,0,0.0,0,257.1429,0.032,4050.0,2.3219,9,0.4835,0.7,0.0097,0.0,0.41,0.7,8,0,1,0,0
1.1,0.625,0.27,0.7,0.03,79.77,17.0,90.0,90.0,1,45,3.0,0,0,0.0,0,261.8182,0.0292,4050.0,2.3219,8,0.5377,0.4,0.0077,0.0,0.59,0.33,4,0,1,0,0
0.22,0.113,0.97,0.03,0.0,29.63,2.0,50.0,50.0,1,45,5.0,0,0,0.0,0,180.0,0.0155,1250.0,2.3219,2,0.22,0.0,0.0,1.0,0.61,0.54,2,0,1,0,0
0.22,0.113,0.38,0.62,0.0,93.65,3.0,70.0,70.0,1,30,3.0,0,0,0.0,0,308.5714,0.0164,2450.0,2.3219,4,0.6129,0.8,0.0126,0.0,0.29,0.55,3,0,0,1,0
0.22,0.113,0.7,0.3,0.0,95.44,4.0,70.0,70.0,1,70,4.0,0,0,0.0,0,327.2727,0.0258,2450.0,2.3219,5,0.3235,0.8,0.0179,0.0,0.49,0.57,3,0,0,1,0
0.22,0.113,0.8,0.2,0.0,103.64,4.0,50.0,50.0,1,30,4.0,0,0,0.0,0,180.0,0.0138,1250.0,2.3219,5,0.352,0.8,0.0084,0.0,0.65,0.5,2,0,0,1,0
0.22,0.113,0.43,0.57,0.0,138.65,7.0,70.0,70.0,1,45,4.0,0,0,0.0,0,308.5714,0.0213,2450.0,2.3219,6,0.4414,0.8,0.009,0.0,0.0,0.0,0,0,0,1,0
0.22,0.113,0.2,0.8,0.0,318.74,12.0,90.0,90.0,1,45,4.0,0,0,0.0,0,300.0,0.0312,4050.0,2.3219,6,0.4847,0.7,0.0084,0.0,0.58,0.69,8,0,0,1,0
