robot_max_speed,robot_radius,success_rate,collision_rate,average_collision_amount,timeout_rate,timeout_collision_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,dyn_obstacle_occupation,crowdnav,dwa,rlca,teb
1.1,0.625,1.0,0.0,0.0,0.0,0.0,50.97,3,50,50,1,45,4,0,0,0,0,180.0,0.0149,1250.0,2.3219,6,0.2736,0.7,0.0072,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.73,0.27,0.4,0.0,0.13,43.79,8,90,50,1,15,5,0,0,0,0,180.0,0.015,2250.0,2.3219,2,0.5929,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0
2.0,0.267,0.5,0.5,0.5,0.0,0.0,5.76,0,50,50,1,15,3,0,0,0,0,180.0,0.0096,1250.0,2.3219,2,0.606,0.0,0.0,1.0,0.72,0.68,2,1,0,0,1,0
1.1,0.625,0.23,0.77,1.27,0.0,0.4,62.36,18,70,50,1,45,3,0,0,0,0,144.0,0.0172,1750.0,2.3219,5,0.4254,0.8,0.0065,0.0,0.38,0.65,2,1,1,0,0,0
2.0,0.267,0.3,0.7,1.7,0.0,0.3,79.78,15,70,70,1,30,5,0,0,0,0,180.0,0.0219,2450.0,2.3219,5,0.4188,0.4,0.008,0.0,0.47,0.74,9,7,1,0,0,0
1.1,0.625,0.9,0.1,0.27,0.0,0.07,38.81,6,70,50,1,15,4,0,0,0,0,90.0,0.012,1750.0,2.3219,4,0.6066,1.0,0.0048,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.41,0.59,0.97,0.0,0.0,7.45,0,70,90,0,0,0,1,30,6,0,300.0,0.0196,3150.0,2.3219,10,0.6384,0.4,0.0157,0.0,0.45,0.54,6,3,0,0,1,0
1.1,0.625,0.48,0.52,1.55,0.0,0.03,64.03,3,50,90,1,15,5,0,0,0,0,180.0,0.0163,2250.0,2.3219,2,0.5542,1.0,0.0013,0.0,0.64,0.43,6,3,0,0,1,0
0.22,0.113,0.93,0.03,0.03,0.03,0.03,77.85,10,50,70,1,70,4,0,0,0,0,72.0,0.0212,1750.0,2.3219,6,0.2043,0.7,0.0098,0.0,0.0,0.0,0,0,1,0,0,0
2.0,0.267,1.0,0.0,0.0,0.0,0.0,66.35,7,50,70,0,0,0,1,0,6,0,180.0,0.0219,1750.0,2.3219,2,0.0674,1.0,0.0004,0.0,0.54,0.52,2,1,1,0,0,0
2.0,0.267,0.13,0.8,2.53,0.07,0.53,422.49,22,50,90,1,70,4,0,0,0,0,288.0,0.0249,2250.0,2.3219,6,0.2836,0.5,0.0153,0.0,0.38,0.78,6,5,0,0,1,0
0.22,0.113,0.8,0.2,0.37,0.0,0.0,72.59,7,70,50,1,45,5,0,0,0,0,180.0,0.0191,1750.0,2.3219,2,0.2937,0.0,0.0,1.0,0.45,0.54,2,1,1,0,0,0
1.1,0.625,0.5,0.5,1.53,0.0,0.0,35.81,4,70,50,1,15,4,0,0,0,0,180.0,0.0116,1750.0,2.3219,2,0.6277,1.0,0.0002,0.0,0.58,0.57,6,3,1,0,0,0
2.0,0.267,0.54,0.46,1.79,0.0,0.04,28.79,2,50,50,0,0,0,1,40,4,0,264.7059,0.0085,1250.0,2.3219,12,0.6892,0.3,0.0376,0.0,0.54,0.59,6,4,1,0,0,0
0.22,0.113,0.79,0.21,0.38,0.0,0.0,136.7,12,90,90,0,0,0,1,10,4,0,265.2632,0.0436,4050.0,2.3219,16,0.1391,0.5,0.0121,0.0,0.0,0.0,0,0,1,0,0,0
2.0,0.267,0.6,0.4,0.57,0.0,0.0,65.85,6,50,70,1,70,5,0,0,0,0,120.0,0.0203,1750.0,2.3219,3,0.2409,1.0,0.0126,0.0,0.54,0.56,6,3,1,0,0,0
1.1,0.625,0.47,0.53,1.83,0.0,0.2,70.79,13,70,90,1,15,5,0,0,0,0,360.0,0.0222,3150.0,2.3219,1,0.5517,0.0,0.0,1.0,0.35,0.63,6,4,1,0,0,0
0.22,0.113,0.7,0.2,0.23,0.1,0.2,57.66,12,50,50,1,15,5,0,0,0,0,90.0,0.013,1250.0,2.3219,4,0.38,0.5,0.0041,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.63,0.37,0.63,0.0,0.03,63.16,7,50,90,1,45,3,0,0,0,0,180.0,0.0207,2250.0,2.3219,5,0.4487,0.6,0.0046,0.0,0.47,0.45,9,4,1,0,0,0
0.22,0.113,0.3,0.6,0.73,0.1,0.33,116.61,21,70,90,0,0,0,1,40,2,0,72.0,0.0359,3150.0,2.3219,47,0.1948,0.6,0.0153,0.0,0.0,0.0,0,0,1,0,0,0
2.0,0.267,0.07,0.57,1.83,0.37,0.53,457.34,29,90,90,0,0,0,1,40,2,0,62.6087,0.0451,4050.0,2.3219,46,0.1601,0.5,0.0146,0.0,0.48,0.55,8,4,0,0,1,0
2.0,0.267,0.27,0.73,3.27,0.0,0.2,158.49,11,90,50,1,45,3,0,0,0,0,120.0,0.0202,2250.0,2.3219,5,0.456,0.2,0.005,0.0,0.48,0.54,9,5,0,0,1,0
2.0,0.267,0.33,0.23,0.27,0.43,0.13,556.62,20,50,90,1,30,5,0,0,0,0,288.0,0.0226,2250.0,2.3219,5,0.34,0.4,0.0124,0.0,0.4,0.43,3,1,0,0,1,0
1.1,0.625,0.17,0.83,0.93,0.0,0.77,25.11,25,70,90,0,0,0,1,40,6,0,290.3226,0.017,3150.0,2.3219,17,0.7102,0.6,0.0128,0.0,0.0,0.0,0,0,1,0,0,0
2.0,0.267,0.13,0.27,1.07,0.6,0.23,250.44,26,90,90,0,0,0,1,20,6,0,290.3226,0.0351,4050.0,2.3219,11,0.3978,0.5,0.0122,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.3,0.63,1.9,0.07,0.17,71.18,13,90,70,0,0,0,1,30,6,0,221.5385,0.0222,3150.0,2.3219,7,0.5716,0.6,0.0057,0.0,0.38,0.6,3,2,1,0,0,0
1.1,0.625,0.43,0.57,3.33,0.0,0.17,70.01,7,50,90,0,0,0,1,10,4,0,231.4286,0.0256,2250.0,2.3219,12,0.2091,0.7,0.017,0.0,0.67,0.61,6,4,0,0,1,0
1.1,0.625,0.93,0.07,0.17,0.0,0.0,29.79,2,50,70,0,0,0,1,0,2,0,180.0,0.0219,1750.0,2.3219,2,0.0674,1.0,0.0004,0.0,0.28,0.44,2,1,0,0,1,0
2.0,0.267,0.57,0.43,1.1,0.0,0.0,14.94,1,50,90,1,15,3,0,0,0,0,180.0,0.0126,2250.0,2.3219,5,0.6964,0.8,0.0091,0.0,0.33,0.48,6,3,1,0,0,0
1.1,0.625,0.37,0.63,1.03,0.0,0.0,39.27,4,50,90,1,30,4,0,0,0,0,180.0,0.0184,2250.0,2.3219,2,0.4944,1.0,0.0002,0.0,0.49,0.59,9,5,1,0,0,0
2.0,0.267,0.55,0.45,1.03,0.0,0.1,43.36,5,90,70,1,15,3,0,0,0,0,360.0,0.016,3150.0,2.3219,1,0.7122,0.0,0.0,1.0,0.56,0.52,3,2,1,0,0,0
0.22,0.113,0.67,0.33,0.43,0.0,0.07,67.47,8,50,90,1,30,4,0,0,0,0,270.0,0.0186,2250.0,2.3219,3,0.4962,1.0,0.0168,0.0,0.54,0.25,3,1,1,0,0,0
2.0,0.267,0.8,0.2,0.3,0.0,0.0,63.84,9,50,90,0,0,0,1,0,2,0,180.0,0.0273,2250.0,2.3219,2,0.0613,0.0,0.0,1.0,0.73,0.59,3,2,1,0,0,0
0.22,0.113,0.67,0.3,0.57,0.03,0.03,85.79,11,50,90,0,0,0,1,10,4,0,270.0,0.0251,2250.0,2.3219,12,0.236,0.4,0.0202,0.0,0.39,0.56,3,2,1,0,0,0
1.1,0.625,0.33,0.6,1.7,0.07,0.53,32.74,19,50,90,0,0,0,1,40,4,0,317.6471,0.0184,2250.0,2.3219,9,0.546,0.6,0.0243,0.0001,0.56,0.64,6,4,1,0,0,0
0.22,0.113,0.23,0.77,20.17,0.0,0.23,334.43,11,90,70,1,30,3,0,0,0,0,180.0,0.0229,3150.0,2.3219,4,0.5573,0.5,0.0043,0.0,0.65,0.7,9,6,0,0,1,0
2.0,0.267,0.45,0.55,3.59,0.0,0.0,35.28,3,50,70,0,0,0,1,30,6,0,300.0,0.0084,1750.0,2.3219,8,0.7631,0.5,0.123,0.0001,0.53,0.74,6,4,0,0,1,0
1.1,0.625,0.3,0.7,1.4,0.0,0.23,67.12,14,70,70,1,30,5,0,0,0,0,120.0,0.0243,2450.0,2.3219,6,0.3594,0.7,0.0078,0.0,0.46,0.71,6,4,1,0,0,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,109.48,8,70,50,0,0,0,1,0,4,0,180.0,0.0219,1750.0,2.3219,2,0.0674,1.0,0.0003,0.0,0.0,0.0,0,0,1,0,0,0
2.0,0.267,0.63,0.37,0.6,0.0,0.0,103.12,10,90,90,0,0,0,1,0,6,0,180.0,0.0454,4050.0,2.3219,2,0.044,0.0,0.0,1.0,0.51,0.5,12,6,1,0,0,0
0.22,0.113,0.03,0.9,3.07,0.07,0.73,103.48,27,90,70,0,0,0,1,20,4,0,293.0233,0.0327,3150.0,2.3219,14,0.2646,0.4,0.012,0.0,0.62,0.66,9,6,1,0,0,0
0.22,0.113,0.43,0.57,0.73,0.0,0.0,65.61,6,70,50,1,30,4,0,0,0,0,240.0,0.0155,1750.0,2.3219,4,0.4634,0.8,0.009,0.0,0.57,0.57,6,3,1,0,0,0
1.1,0.625,0.33,0.67,6.67,0.0,0.27,101.88,9,50,90,1,30,3,0,0,0,0,180.0,0.0171,2250.0,2.3219,3,0.5447,1.0,0.0137,0.0,0.42,0.57,6,3,0,0,1,0
1.1,0.625,0.37,0.63,4.9,0.0,0.17,115.48,9,90,70,1,70,4,0,0,0,0,240.0,0.033,3150.0,2.3219,6,0.2784,0.5,0.0089,0.0,0.82,0.69,3,2,0,0,1,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,119.89,10,70,70,0,0,0,1,0,4,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.03,0.83,1.7,0.13,0.7,91.09,28,90,90,1,70,4,0,0,0,0,240.0,0.0366,4050.0,2.3219,11,0.3807,0.5,0.0113,0.0,0.45,0.69,4,3,1,0,0,0
2.0,0.267,0.33,0.53,1.43,0.13,0.3,176.62,17,70,70,1,70,3,0,0,0,0,227.3684,0.0261,2450.0,2.3219,17,0.3486,0.6,0.0092,0.0,0.31,0.54,3,2,0,0,1,0
0.22,0.113,0.73,0.27,0.37,0.0,0.0,99.52,3,50,50,1,30,5,0,0,0,0,360.0,0.0131,1250.0,2.3219,1,0.3516,0.0,0.0,1.0,0.43,0.49,4,2,0,1,0,0
1.1,0.625,0.53,0.47,1.5,0.0,0.0,108.85,6,70,70,1,30,5,0,0,0,0,90.0,0.0206,2450.0,2.3219,4,0.4553,1.0,0.0049,0.0,0.69,0.58,9,5,0,1,0,0
1.1,0.625,0.8,0.13,0.23,0.07,0.0,126.07,6,70,70,1,70,5,0,0,0,0,180.0,0.0248,2450.0,2.3219,4,0.2953,1.0,0.0056,0.0,0.0,0.0,0,0,0,1,0,0
2.0,0.267,0.63,0.27,0.4,0.1,0.03,172.89,9,90,90,1,30,3,0,0,0,0,180.0,0.0221,4050.0,2.3219,2,0.6669,1.0,0.0001,0.0,0.0,0.0,0,0,0,1,0,0
2.0,0.267,0.79,0.21,0.31,0.0,0.0,73.73,2,50,50,1,15,4,0,0,0,0,180.0,0.0092,1250.0,2.3219,2,0.6148,1.0,0.0002,0.0,0.41,0.44,2,1,0,1,0,0
1.1,0.625,0.63,0.37,0.47,0.0,0.0,37.51,3,50,50,1,15,5,0,0,0,0,180.0,0.0097,1250.0,2.3219,2,0.5648,0.0,0.0,1.0,0.53,0.63,4,3,0,1,0,0
1.1,0.625,0.21,0.79,3.38,0.0,0.17,99.51,13,70,70,1,15,3,0,0,0,0,180.0,0.0135,2450.0,2.3219,2,0.6935,1.0,0.0003,0.0,0.47,0.45,3,1,0,1,0,0
2.0,0.267,0.93,0.07,0.07,0.0,0.0,156.06,4,70,70,1,70,5,0,0,0,0,288.0,0.0267,2450.0,2.3219,6,0.2388,0.3,0.0108,0.0,0.67,0.68,3,2,0,1,0,0
2.0,0.267,0.48,0.52,1.55,0.0,0.03,23.3,3,90,90,1,15,3,0,0,0,0,180.0,0.0174,4050.0,2.3219,2,0.758,0.0,0.0,1.0,0.55,0.58,8,5,0,1,0,0
0.22,0.113,0.27,0.7,1.17,0.03,0.03,122.98,9,90,90,1,45,3,0,0,0,0,120.0,0.0269,4050.0,2.3219,4,0.584,0.5,0.0043,0.0,0.49,0.49,12,6,0,1,0,0
1.1,0.625,0.43,0.57,1.9,0.0,0.07,76.0,7,70,70,1,15,5,0,0,0,0,180.0,0.0174,2450.0,2.3219,2,0.5753,0.0,0.0,1.0,0.58,0.54,6,3,0,0,1,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,27.88,2,50,50,1,30,4,0,0,0,0,120.0,0.0129,1250.0,2.3219,5,0.3924,0.6,0.0061,0.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.57,0.43,0.63,0.0,0.0,146.85,9,90,90,1,15,4,0,0,0,0,180.0,0.021,4050.0,2.3219,2,0.6831,0.0,0.0,1.0,0.67,0.49,8,4,0,1,0,0
1.1,0.625,0.57,0.43,0.67,0.0,0.0,69.83,4,50,50,1,70,3,0,0,0,0,180.0,0.0154,1250.0,2.3219,5,0.2952,0.6,0.0081,0.0,0.83,0.56,2,1,0,1,0,0
2.0,0.267,0.7,0.3,0.47,0.0,0.0,91.74,3,50,50,1,45,4,0,0,0,0,180.0,0.0142,1250.0,2.3219,2,0.3416,0.0,0.0,1.0,0.53,0.45,6,3,0,1,0,0
1.1,0.625,0.37,0.6,1.37,0.03,0.43,59.99,17,70,70,1,15,3,0,0,0,0,120.0,0.0158,2450.0,2.3219,3,0.6435,1.0,0.0031,0.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.87,0.13,0.13,0.0,0.0,34.03,2,50,50,1,30,3,0,0,0,0,120.0,0.0126,1250.0,2.3219,3,0.4216,1.0,0.007,0.0,0.83,0.4,4,2,0,1,0,0
1.1,0.625,0.55,0.45,1.21,0.0,0.0,39.52,4,50,50,1,30,3,0,0,0,0,102.8571,0.0132,1250.0,2.3219,7,0.408,0.6,0.0079,0.0,0.47,0.66,6,4,0,1,0,0
0.22,0.113,0.97,0.03,0.03,0.0,0.0,121.92,8,90,90,1,70,5,0,0,0,0,270.0,0.0409,4050.0,2.3219,7,0.2579,0.4,0.0083,0.0,0.63,0.43,4,2,0,1,0,0
1.1,0.625,0.67,0.27,0.4,0.07,0.0,89.33,8,70,70,1,30,4,0,0,0,0,144.0,0.0222,2450.0,2.3219,4,0.4341,0.8,0.0064,0.0,0.0,0.0,0,0,0,1,0,0
1.1,0.625,0.43,0.57,1.87,0.0,0.1,92.16,8,70,70,1,15,4,0,0,0,0,205.7143,0.0179,2450.0,2.3219,5,0.5586,0.4,0.0077,0.0,0.55,0.6,6,4,0,1,0,0
2.0,0.267,0.45,0.48,0.86,0.07,0.17,58.54,13,50,50,1,30,3,0,0,0,0,90.0,0.0114,1250.0,2.3219,4,0.506,1.0,0.0033,0.0,0.71,0.77,2,2,0,0,1,0
0.22,0.113,0.57,0.43,0.63,0.0,0.03,101.15,6,90,90,1,15,3,0,0,0,0,180.0,0.0166,4050.0,2.3219,3,0.7717,0.7,0.0014,0.0,0.66,0.65,4,3,0,1,0,0
2.0,0.267,0.63,0.37,0.6,0.0,0.0,157.35,6,70,70,1,45,3,0,0,0,0,308.5714,0.0194,2450.0,2.3219,3,0.5261,0.7,0.0075,0.0,0.46,0.69,3,2,0,1,0,0
0.22,0.113,0.74,0.26,0.3,0.0,0.04,50.88,3,70,70,1,30,3,0,0,0,0,180.0,0.0174,2450.0,2.3219,2,0.5829,1.0,0.0003,0.0,0.61,0.79,3,2,0,1,0,0
0.22,0.113,0.87,0.13,0.23,0.0,0.0,54.23,4,90,90,1,45,4,0,0,0,0,300.0,0.0316,4050.0,2.3219,9,0.479,0.7,0.0115,0.0,0.48,0.76,4,3,0,1,0,0
2.0,0.267,0.5,0.5,1.1,0.0,0.03,174.56,9,90,90,1,15,4,0,0,0,0,180.0,0.0185,4050.0,2.3219,2,0.7291,1.0,0.0002,0.0,0.44,0.54,8,4,0,1,0,0
0.22,0.113,0.2,0.77,21.0,0.03,0.4,362.86,20,70,70,1,45,3,0,0,0,0,180.0,0.019,2450.0,2.3219,12,0.5482,0.5,0.0091,0.0,0.6,0.31,3,1,0,0,1,0
1.1,0.625,0.21,0.79,5.48,0.0,0.45,159.79,19,90,90,1,30,3,0,0,0,0,180.0,0.024,4050.0,2.3219,2,0.6317,1.0,0.0147,0.0,0.59,0.55,12,7,0,1,0,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,32.97,3,50,50,1,70,3,0,0,0,0,120.0,0.016,1250.0,2.3219,4,0.2644,0.8,0.0072,0.0,0.0,0.0,0,0,0,1,0,0
2.0,0.267,0.39,0.57,1.86,0.04,0.36,272.85,16,70,70,1,15,4,0,0,0,0,180.0,0.0162,2450.0,2.3219,3,0.6135,1.0,0.0046,0.0,0.58,0.67,6,4,0,0,1,0
0.22,0.113,0.8,0.2,0.27,0.0,0.0,73.93,3,50,50,1,70,3,0,0,0,0,144.0,0.0158,1250.0,2.3219,6,0.2524,0.5,0.008,0.0,0.35,0.49,6,3,0,1,0,0
0.22,0.113,0.9,0.1,0.17,0.0,0.0,47.16,3,50,50,1,45,3,0,0,0,0,240.0,0.0144,1250.0,2.3219,7,0.3556,0.4,0.0221,0.0,0.71,0.37,6,2,0,1,0,0
1.1,0.625,0.62,0.38,0.45,0.0,0.0,58.41,2,50,50,1,30,5,0,0,0,0,180.0,0.0146,1250.0,2.3219,2,0.2888,0.0,0.0,1.0,0.49,0.39,4,2,0,1,0,0
2.0,0.267,0.67,0.33,0.53,0.0,0.07,133.28,6,70,70,1,15,5,0,0,0,0,180.0,0.0197,2450.0,2.3219,4,0.5035,1.0,0.0103,0.0,0.0,0.0,0,0,0,1,0,0
2.0,0.267,0.17,0.63,1.6,0.2,0.4,350.32,23,50,50,1,30,5,0,0,0,0,240.0,0.0148,1250.0,2.3219,3,0.2732,0.0,0.0053,0.0,0.59,0.69,4,3,0,0,1,0
2.0,0.267,0.67,0.33,0.57,0.0,0.0,187.81,6,90,90,1,45,4,0,0,0,0,308.5714,0.0333,4050.0,2.3219,5,0.4468,0.2,0.0096,0.0,0.67,0.44,4,2,0,1,0,0
2.0,0.267,0.79,0.17,0.45,0.03,0.0,32.88,2,50,50,1,15,3,0,0,0,0,180.0,0.0095,1250.0,2.3219,2,0.6168,0.0,0.0,1.0,0.35,0.44,2,1,0,0,1,0
1.1,0.625,0.5,0.5,3.03,0.0,0.03,99.64,5,70,70,1,45,4,0,0,0,0,90.0,0.0257,2450.0,2.3219,6,0.3402,0.3,0.0063,0.0,0.56,0.54,9,5,0,0,1,0
2.0,0.267,0.31,0.69,1.41,0.0,0.03,110.7,5,70,70,1,30,3,0,0,0,0,360.0,0.0197,2450.0,2.3219,2,0.52,1.0,0.0109,0.0,0.6,0.65,9,6,0,1,0,0
0.22,0.113,0.45,0.55,0.79,0.0,0.0,113.66,7,70,70,1,15,5,0,0,0,0,120.0,0.0191,2450.0,2.3219,6,0.5261,0.7,0.009,0.0,0.59,0.65,9,6,0,1,0,0
1.1,0.625,0.34,0.66,2.21,0.0,0.1,45.4,8,70,70,1,30,3,0,0,0,0,360.0,0.0183,2450.0,2.3219,3,0.5545,0.3,0.012,0.0,0.59,0.5,9,5,0,1,0,0
0.22,0.113,0.87,0.13,0.17,0.0,0.0,56.32,2,50,50,1,45,4,0,0,0,0,180.0,0.0138,1250.0,2.3219,3,0.3416,1.0,0.0042,0.0,0.39,0.65,4,3,0,1,0,0
1.1,0.625,0.47,0.5,4.0,0.03,0.03,165.26,8,90,90,1,70,5,0,0,0,0,135.0,0.0371,4050.0,2.3219,10,0.3289,0.5,0.0086,0.0,0.66,0.56,4,2,0,0,1,0
2.0,0.267,0.47,0.0,0.0,0.53,0.0,47.54,19,50,50,1,30,3,0,0,0,0,360.0,0.0122,1250.0,2.3219,2,0.4564,1.0,0.0116,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.8,0.17,9.37,0.03,0.1,156.32,7,70,70,1,30,5,0,0,0,0,360.0,0.0208,2450.0,2.3219,2,0.4378,1.0,0.0085,0.0,0.0,0.0,0,0,0,0,1,0
2.0,0.267,0.2,0.47,1.07,0.33,0.33,324.82,25,90,90,1,15,5,0,0,0,0,180.0,0.0261,4050.0,2.3219,2,0.5837,0.0,0.0,1.0,0.66,0.64,4,3,0,0,1,0
0.22,0.113,0.6,0.4,0.57,0.0,0.0,125.05,8,90,90,1,70,5,0,0,0,0,144.0,0.0375,4050.0,2.3219,8,0.3285,0.5,0.01,0.0,0.47,0.57,12,7,0,1,0,0
0.22,0.113,0.07,0.93,39.93,0.0,0.43,464.17,19,50,50,1,15,3,0,0,0,0,90.0,0.0114,1250.0,2.3219,4,0.5188,0.5,0.0073,0.0,0.52,0.65,6,4,0,0,1,0
2.0,0.267,0.3,0.0,0.0,0.7,0.0,50.0,23,70,70,1,30,3,0,0,0,0,180.0,0.0201,2450.0,2.3219,2,0.519,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.17,0.83,3.0,0.0,0.2,218.2,11,70,70,1,15,4,0,0,0,0,180.0,0.0178,2450.0,2.3219,2,0.5696,1.0,0.0001,0.0,0.5,0.6,6,4,0,0,1,0
1.1,0.625,0.5,0.5,1.53,0.0,0.07,48.57,7,90,90,1,45,3,0,0,0,0,144.0,0.0297,4050.0,2.3219,8,0.5442,0.6,0.0082,0.0,0.39,0.48,4,2,0,1,0,0
2.0,0.267,0.97,0.03,0.03,0.0,0.0,144.15,4,70,70,1,45,5,0,0,0,0,180.0,0.0247,2450.0,2.3219,2,0.3255,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
2.0,0.267,0.48,0.52,0.97,0.0,0.03,144.59,6,70,70,1,15,3,0,0,0,0,360.0,0.0143,2450.0,2.3219,1,0.6835,0.0,0.0,1.0,0.57,0.49,3,1,0,1,0,0
2.0,0.267,0.5,0.5,0.8,0.0,0.03,223.42,7,90,90,1,70,5,0,0,0,0,216.0,0.0378,4050.0,2.3219,6,0.3457,0.3,0.0064,0.0,0.52,0.54,12,6,0,1,0,0
1.1,0.625,0.83,0.17,0.17,0.0,0.03,127.89,4,50,50,1,70,5,0,0,0,0,180.0,0.0153,1250.0,2.3219,2,0.2464,0.0,0.0,1.0,0.55,0.38,2,1,0,1,0,0
1.1,0.625,0.53,0.4,0.93,0.07,0.13,230.39,13,90,90,1,70,4,0,0,0,0,303.1579,0.0357,4050.0,2.3219,11,0.3923,0.6,0.0101,0.0,0.0,0.0,0,0,0,1,0,0
2.0,0.267,1.0,0.0,0.0,0.0,0.0,24.37,0,50,50,1,45,3,0,0,0,0,180.0,0.0134,1250.0,2.3219,6,0.3768,0.3,0.0059,0.0,0.78,0.53,4,2,0,0,1,0
0.22,0.113,0.63,0.37,0.5,0.0,0.0,71.72,5,70,70,1,30,3,0,0,0,0,120.0,0.0163,2450.0,2.3219,6,0.601,0.3,0.0069,0.0,0.78,0.47,9,4,0,1,0,0
2.0,0.267,0.5,0.5,0.8,0.0,0.13,184.01,10,70,70,1,15,4,0,0,0,0,180.0,0.0159,2450.0,2.3219,2,0.6151,1.0,0.0001,0.0,0.51,0.6,3,2,0,1,0,0
1.1,0.625,0.43,0.57,2.03,0.0,0.07,151.76,6,90,90,1,45,5,0,0,0,0,266.6667,0.0375,4050.0,2.3219,12,0.3383,0.3,0.0118,0.0,0.62,0.51,12,6,0,0,1,0
2.0,0.267,0.47,0.53,1.87,0.0,0.03,188.21,8,90,90,1,15,3,0,0,0,0,216.0,0.0186,4050.0,2.3219,4,0.7364,0.2,0.0227,0.0,0.47,0.65,8,5,0,1,0,0
1.1,0.625,0.63,0.37,0.5,0.0,0.0,53.76,3,70,70,1,45,4,0,0,0,0,180.0,0.0217,2450.0,2.3219,4,0.4439,0.8,0.0066,0.0,0.51,0.39,6,2,0,0,1,0
0.22,0.113,0.37,0.6,59.87,0.03,0.53,460.25,19,90,90,1,30,5,0,0,0,0,180.0,0.0293,4050.0,2.3219,2,0.5121,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
2.0,0.267,0.57,0.43,0.5,0.0,0.0,66.49,2,50,50,1,70,4,0,0,0,0,360.0,0.0144,1250.0,2.3219,1,0.3208,0.0,0.0,1.0,0.65,0.68,6,4,0,1,0,0
1.1,0.625,0.41,0.59,0.97,0.0,0.0,49.51,4,50,50,1,45,3,0,0,0,0,216.0,0.0138,1250.0,2.3219,6,0.3696,0.5,0.0657,0.0001,0.44,0.51,6,3,0,1,0,0
0.22,0.113,0.79,0.21,0.24,0.0,0.0,71.46,5,70,70,1,45,3,0,0,0,0,240.0,0.0206,2450.0,2.3219,3,0.4929,1.0,0.0076,0.0,0.65,0.62,6,4,0,1,0,0
2.0,0.267,0.87,0.13,0.13,0.0,0.0,118.13,3,50,50,1,45,4,0,0,0,0,240.0,0.0145,1250.0,2.3219,5,0.316,0.6,0.0125,0.0,0.58,0.39,2,1,0,1,0,0
2.0,0.267,0.6,0.4,0.53,0.0,0.0,95.85,3,70,70,1,30,4,0,0,0,0,225.0,0.021,2450.0,2.3219,8,0.4465,0.6,0.0701,0.0002,0.42,0.82,6,5,0,1,0,0
1.1,0.625,0.48,0.52,3.11,0.0,0.26,93.76,10,70,70,1,15,5,0,0,0,0,360.0,0.0189,2450.0,2.3219,1,0.539,0.0,0.0,1.0,0.76,0.68,3,2,0,0,1,0
1.1,0.625,0.5,0.18,1.93,0.32,0.07,73.91,14,90,90,1,30,3,0,0,0,0,300.0,0.0267,4050.0,2.3219,7,0.5937,0.6,0.0108,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.3,0.6,2.47,0.1,0.03,101.05,7,90,90,1,70,4,0,0,0,0,180.0,0.0332,4050.0,2.3219,5,0.4547,0.8,0.0107,0.0,0.43,0.66,4,3,0,0,1,0
2.0,0.267,0.3,0.7,1.97,0.0,0.07,231.88,11,90,90,1,15,5,0,0,0,0,120.0,0.026,4050.0,2.3219,4,0.5881,1.0,0.0081,0.0,0.58,0.66,8,5,0,1,0,0
1.1,0.625,0.6,0.4,0.7,0.0,0.0,75.77,5,50,50,1,45,5,0,0,0,0,360.0,0.0155,1250.0,2.3219,1,0.24,0.0,0.0,1.0,0.48,0.4,6,2,0,1,0,0
1.1,0.625,0.52,0.48,1.31,0.0,0.1,33.66,7,70,70,1,30,3,0,0,0,0,240.0,0.0181,2450.0,2.3219,2,0.578,1.0,0.0084,0.0,0.69,0.59,6,4,0,1,0,0
0.22,0.113,0.62,0.38,0.55,0.0,0.0,39.91,2,50,50,1,45,3,0,0,0,0,144.0,0.0135,1250.0,2.3219,5,0.3908,0.2,0.0111,0.0,0.56,0.62,6,4,0,1,0,0
2.0,0.267,0.73,0.27,0.4,0.0,0.03,90.74,5,70,70,1,30,3,0,0,0,0,288.0,0.0182,2450.0,2.3219,7,0.5561,0.4,0.0115,0.0,0.48,0.42,3,1,0,1,0,0
