robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,crowdnav,dwa,rlca,teb
1.1,0.625,0.14,0.83,0.03,98.34,4199510000000,90,90,1,45,3,0,0,0,0,240,0.0308,4050,2.3219,4,0.5314,0.5,0.0041,0,0.53,0.48,8,0,1,0,0
0.22,0.113,0.97,0,0.03,50.89,1070000000000,90,90,1,70,4,0,0,0,0,284.2105,0.0401,4050,2.3219,16,0.32,0.4,0.0117,0,0,0,0,0,1,0,0
2,0.267,0.07,0.7,0.23,11.83,5990000000000,50,50,1,70,5,0,0,0,0,180,0.0154,1250,2.3219,2,0.2092,0,0,1,0.71,0.53,4,0,1,0,0
0.22,0.113,1,0,0,34.21,549000000000,50,50,0,0,0,1,20,2,0,172.8,0.0155,1250,2.3219,21,0.2648,0.5,0.0145,0,0,0,0,0,1,0,0
0.22,0.113,0.43,0.47,0.1,236.25,2910000000000,70,70,0,0,0,1,40,4,0,127.0588,0.0211,2450,2.3219,14,0.4978,0.6,0.0143,0,0.59,0.59,6,0,1,0,0
0.22,0.113,0.17,0.5,0.33,22.96,5790000000000,90,90,0,0,0,1,20,4,0,284.5161,0.0418,4050,2.3219,22,0.2205,0.4,0.0145,0,0.5,0.51,12,0,1,0,0
0.22,0.113,0.6,0.27,0.13,263.01,2800000000000,90,90,0,0,0,1,40,4,0,265.2632,0.0374,4050,2.3219,16,0.3741,0.5,0.015,0,0.44,0.58,8,0,1,0,0
0.22,0.113,0.62,0.38,0,122.79,1170000000000,90,90,1,30,3,0,0,0,0,317.6471,0.0251,4050,2.3219,9,0.6148,0.7,0.025,0,0.57,0.8,4,0,1,0,0
1.1,0.625,0.27,0.73,0,89.14,2200000000000,90,90,1,45,4,0,0,0,0,120,0.0279,4050,2.3219,4,0.5499,0.8,0.0046,0,0.62,0.55,12,0,1,0,0
0.22,0.113,0.76,0.24,0,90.59,1040000000000,90,90,1,30,3,0,0,0,0,180,0.0234,4050,2.3219,3,0.6477,1,0.01,0,0.65,0.5,4,0,1,0,0
0.22,0.113,0.5,0.5,0,118.06,1830000000000,90,90,1,30,3,0,0,0,0,180,0.0236,4050,2.3219,4,0.654,0.8,0.004,0,0.59,0.63,8,0,1,0,0
0.22,0.113,0.76,0.24,0,44.97,757000000000,50,50,1,15,5,0,0,0,0,180,0.0117,1250,2.3219,2,0.43,0,0,1,0.6,0.45,4,0,1,0,0
1.1,0.625,0.57,0.43,0,69.83,806860000000,50,50,1,70,3,0,0,0,0,180,0.0154,1250,2.3219,5,0.2952,0.6,0.0081,0,0.83,0.56,2,0,1,0,0
0.22,0.113,0.13,0.87,0,12.78,5190000000000,90,90,1,15,3,0,0,0,0,180,0.0191,4050,2.3219,2,0.7281,0,0,1,0.6,0.47,12,0,1,0,0
2,0.267,0.93,0.07,0,156.06,996000000000,70,70,1,70,5,0,0,0,0,288,0.0267,2450,2.3219,6,0.2388,0.3,0.0108,0,0.67,0.68,3,0,1,0,0
2,0.267,0.43,0.57,0,39.23,821760000000,90,90,1,15,3,0,0,0,0,240,0.0165,4050,2.3219,3,0.7722,1,0.0086,0,0.68,0.63,8,0,1,0,0
0.22,0.113,0.5,0.47,0.03,90.64,1300000000000,70,70,1,45,3,0,0,0,0,180,0.0211,2450,2.3219,2,0.4939,0,0,1,0.62,0.65,9,0,1,0,0
1.1,0.625,0.3,0.7,0,97.57,2940000000000,70,70,1,70,3,0,0,0,0,80,0.0267,2450,2.3219,17,0.3253,0.6,0.0118,0,0.46,0.7,6,0,1,0,0
0.22,0.113,0.52,0.48,0,167.78,2220000000000,70,70,1,15,4,0,0,0,0,240,0.0163,2450,2.3219,3,0.5912,1,0.008,0,0.31,0.63,9,0,1,0,0
1.1,0.625,0.83,0.17,0,127.89,982000000000,50,50,1,70,5,0,0,0,0,180,0.0153,1250,2.3219,2,0.2464,0,0,1,0.55,0.38,2,0,1,0,0
0.22,0.113,0.07,0.3,0.63,11.01,5990000000000,70,70,0,0,0,1,20,4,0,144,0.0247,2450,2.3219,16,0.338,0.4,0.0151,0,0.62,0.35,6,0,1,0,0
0.22,0.113,1,0,0,39.73,598000000000,70,70,1,30,5,0,0,0,0,180,0.0214,2450,2.3219,4,0.44,0.5,0.0059,0,0,0,0,0,1,0,0
0.22,0.113,1,0,0,90.41,1330000000000,90,90,1,45,5,0,0,0,0,327.2727,0.0376,4050,2.3219,6,0.3498,0.5,0.0103,0,0,0,0,0,1,0,0
0.22,0.113,0.7,0.3,0,120.82,1350000000000,70,70,1,45,3,0,0,0,0,60,0.0219,2450,2.3219,6,0.4588,0.3,0.0073,0,0.38,0.47,6,0,1,0,0
2,0.267,0.7,0.3,0,91.74,680000000000,50,50,1,45,4,0,0,0,0,180,0.0142,1250,2.3219,2,0.3416,0,0,1,0.53,0.45,6,0,1,0,0
0.22,0.113,0.52,0.48,0,51.89,807000000000,50,50,1,70,4,0,0,0,0,90,0.0155,1250,2.3219,4,0.2332,0.5,0.0085,0,0.52,0.65,6,0,1,0,0
0.22,0.113,1,0,0,37.26,829000000000,70,70,1,30,4,0,0,0,0,240,0.0219,2450,2.3219,6,0.4476,0.7,0.014,0,0,0,0,0,1,0,0
1.1,0.625,0.4,0.6,0,156,2380000000000,90,90,1,45,5,0,0,0,0,308.5714,0.0308,4050,2.3219,4,0.4781,0.8,0.0187,0,0.67,0.62,8,0,1,0,0
1.1,0.625,0.62,0.34,0.03,92.9,1710000000000,70,70,1,70,5,0,0,0,0,270,0.0283,2450,2.3219,4,0.1933,0.8,0.01,0,0.62,0.51,6,0,1,0,0
0.22,0.113,0.67,0.33,0,97.79,1580000000000,90,90,1,15,5,0,0,0,0,180,0.0213,4050,2.3219,2,0.6719,1,0.0009,0,0.56,0.47,8,0,1,0,0
0.22,0.113,0.87,0.1,0.03,76.04,711000000000,50,50,1,45,5,0,0,0,0,360,0.0138,1250,2.3219,1,0.2892,0,0,1,0.59,0.69,2,0,1,0,0
1.1,0.625,0.23,0.77,0,78.44,1570000000000,90,90,1,30,4,0,0,0,0,154.2857,0.0262,4050,2.3219,5,0.5762,0.8,0.006,0,0.48,0.55,12,0,1,0,0
0.22,0.113,1,0,0,42.99,587000000000,50,50,0,0,0,1,10,2,0,102.8571,0.016,1250,2.3219,14,0.1692,0.6,0.0121,0,0,0,0,0,1,0,0
1.1,0.625,0.6,0.4,0,93.88,1160000000000,70,70,1,45,5,0,0,0,0,90,0.0251,2450,2.3219,4,0.2908,0.5,0.0063,0,0.66,0.56,6,0,1,0,0
0.22,0.113,0.75,0.25,0,36.9,578000000000,50,50,1,15,5,0,0,0,0,180,0.0113,1250,2.3219,2,0.5052,1,0.0002,0,0.65,0.57,4,0,1,0,0
1.1,0.625,0.3,0.67,0.03,58.58,2510000000000,70,70,1,15,4,0,0,0,0,180,0.0161,2450,2.3219,4,0.6184,0.5,0.0052,0,0,0,0,0,1,0,0
0.22,0.113,1,0,0,23.66,480000000000,50,50,1,45,3,0,0,0,0,120,0.0144,1250,2.3219,6,0.3012,0.3,0.0076,0,0,0,0,0,1,0,0
0.22,0.113,1,0,0,19.66,415000000000,50,50,1,45,3,0,0,0,0,120,0.0138,1250,2.3219,4,0.3688,0.5,0.006,0,0,0,0,0,1,0,0
0.22,0.113,0.74,0.26,0,50.88,756178000000,70,70,1,30,3,0,0,0,0,180,0.0174,2450,2.3219,2,0.5829,1,0.0003,0,0.61,0.79,3,0,1,0,0
2,0.267,0.93,0.07,0,48.95,433000000000,90,90,1,30,5,0,0,0,0,180,0.0271,4050,2.3219,2,0.5498,1,0.0001,0,0.44,0.54,4,0,1,0,0
0.22,0.113,0.76,0.24,0,74.62,764000000000,50,50,1,70,4,0,0,0,0,90,0.015,1250,2.3219,4,0.2492,0.5,0.0047,0,0.58,0.7,6,0,1,0,0
1.1,0.625,0.33,0.67,0,121.89,2110000000000,90,90,1,70,5,0,0,0,0,240,0.0385,4050,2.3219,4,0.2922,0.8,0.0245,0,0.69,0.53,8,0,1,0,0
2,0.267,0.67,0.33,0,358.24,2870000000000,70,70,1,45,5,0,0,0,0,90,0.0267,2450,2.3219,5,0.2504,0.8,0.0087,0,0,0,0,0,1,0,0
0.22,0.113,0.23,0.73,0.03,131.27,2170000000000,70,70,0,0,0,1,40,4,0,276.9231,0.0207,2450,2.3219,10,0.5182,0.5,0.0147,0,0.64,0.5,9,0,1,0,0
0.22,0.113,0.97,0.03,0,80.19,792000000000,90,90,1,30,3,0,0,0,0,360,0.0219,4050,2.3219,2,0.6668,1,0.0087,0,0,0,0,0,1,0,0
2,0.267,0.48,0.52,0,23.3,672000000000,90,90,1,15,3,0,0,0,0,180,0.0174,4050,2.3219,2,0.758,0,0,1,0.55,0.58,8,0,1,0,0
2,0.267,0.79,0.21,0,73.73,522962000000,50,50,1,15,4,0,0,0,0,180,0.0092,1250,2.3219,2,0.6148,1,0.0002,0,0.41,0.44,2,0,1,0,0
0.22,0.113,0.93,0.07,0,121.93,1590000000000,90,90,0,0,0,1,20,4,0,243.871,0.0416,4050,2.3219,14,0.2156,0.4,0.0136,0,0.64,0.5,4,0,1,0,0
0.22,0.113,0.79,0.17,0.03,93.55,921928000000,70,70,1,70,4,0,0,0,0,360,0.0235,2450,2.3219,2,0.3616,1,0.004,0,0.56,0.6,6,0,1,0,0
0.22,0.113,0.57,0.43,0,146.85,1810000000000,90,90,1,15,4,0,0,0,0,180,0.021,4050,2.3219,2,0.6831,0,0,1,0.67,0.49,8,0,1,0,0
0.22,0.113,0.77,0.23,0,77.36,1270000000000,70,70,0,0,0,1,10,4,0,113.6842,0.0273,2450,2.3219,16,0.2196,0.4,0.0146,0,0.58,0.41,9,0,1,0,0
0.22,0.113,0.57,0.43,0,75.32,1199010000000,90,90,1,15,5,0,0,0,0,360,0.0215,4050,2.3219,1,0.6702,0,0,1,0.53,0.65,12,0,1,0,0
0.22,0.113,0.83,0.17,0,95.87,1700000000000,90,90,0,0,0,1,20,4,0,240,0.0419,4050,2.3219,22,0.2194,0.4,0.0141,0,0.55,0.36,8,0,1,0,0
0.22,0.113,0.5,0.5,0,21.64,288000000000,50,50,1,15,3,0,0,0,0,360,0.0097,1250,2.3219,1,0.598,0,0,1,0.58,0.83,2,0,1,0,0
0.22,0.113,0.73,0.27,0,116.2,1600000000000,90,90,0,0,0,1,10,4,0,216,0.0437,4050,2.3219,14,0.1417,0.5,0.0143,0,0.54,0.48,12,0,1,0,0
0.22,0.113,0.07,0.27,0.67,19.21,5990000000000,90,90,0,0,0,1,10,2,0,267.907,0.0456,4050,2.3219,19,0.0748,0.6,0.0134,0,0.69,0.41,4,0,1,0,0
0.22,0.113,0.63,0.37,0,71.72,1057780000000,70,70,1,30,3,0,0,0,0,120,0.0163,2450,2.3219,6,0.601,0.3,0.0069,0,0.78,0.47,9,0,1,0,0
2,0.267,0.7,0.3,0,197.67,1440000000000,90,90,1,30,4,0,0,0,0,180,0.0281,4050,2.3219,4,0.5589,1,0.0056,0,0.74,0.6,8,0,1,0,0
0.22,0.113,1,0,0,43.71,549000000000,50,50,1,30,4,0,0,0,0,360,0.0144,1250,2.3219,2,0.3324,1,0.0065,0,0,0,0,0,1,0,0
0.22,0.113,0.59,0.41,0,63.62,835000000000,70,70,1,15,3,0,0,0,0,180,0.0133,2450,2.3219,2,0.6924,0,0,1,0.44,0.59,9,0,1,0,0
0.22,0.113,1,0,0,91.67,732000000000,50,50,1,70,5,0,0,0,0,180,0.0167,1250,2.3219,2,0.1696,0,0,1,0,0,0,0,1,0,0
0.22,0.113,0.53,0.33,0.13,86.22,1960000000000,90,90,0,0,0,1,40,6,0,321.7021,0.027,4050,2.3219,9,0.5916,0.6,0.0146,0,0.5,0.69,4,0,1,0,0
0.22,0.113,1,0,0,46.78,520000000000,50,50,1,45,4,0,0,0,0,180,0.0137,1250,2.3219,3,0.3444,1,0.0094,0,0.51,0.96,2,0,1,0,0
0.22,0.113,0.67,0.33,0,60.64,874000000000,50,50,0,0,0,1,10,2,0,90,0.0161,1250,2.3219,16,0.1768,0.4,0.0114,0,0.52,0.76,6,0,1,0,0
0.22,0.113,0.13,0.4,0.47,9.31,5960000000000,70,70,1,45,3,0,0,0,0,144,0.0225,2450,2.3219,10,0.462,0.5,0.008,0,0.69,0.57,3,0,1,0,0
0.22,0.113,0.63,0.33,0.03,129.42,1740000000000,70,70,1,15,3,0,0,0,0,90,0.0139,2450,2.3219,4,0.6976,0.5,0.0054,0,0.51,0.69,3,0,1,0,0
1.1,0.625,0.4,0.6,0,88.34,1040000000000,50,50,1,30,5,0,0,0,0,180,0.0151,1250,2.3219,2,0.2628,1,0.0005,0,0.62,0.66,6,0,1,0,0
0.22,0.113,0.83,0.17,0,65.35,1140000000000,70,70,0,0,0,1,30,2,0,63.5294,0.0288,2450,2.3219,32,0.1953,0.5,0.0127,0,0.53,0.5,9,0,1,0,0
0.22,0.113,0.62,0.38,0,101.23,1720000000000,90,90,1,30,5,0,0,0,0,270,0.0337,4050,2.3219,6,0.4307,0.5,0.0069,0,0.7,0.61,8,0,1,0,0
0.22,0.113,0.47,0.53,0,76.24,1340000000000,90,90,1,45,3,0,0,0,0,360,0.0285,4050,2.3219,2,0.5635,1,0.0086,0,0.62,0.53,12,0,1,0,0
1.1,0.625,0.14,0.83,0.03,98.34,4200000000000,90,90,1,45,3,0,0,0,0,240,0.0308,4050,2.3219,4,0.5314,0.5,0.0041,0,0.53,0.48,8,0,1,0,0
0.22,0.113,0.73,0.27,0,71.89,1280000000000,90,90,1,45,5,0,0,0,0,144,0.0339,4050,2.3219,5,0.422,0.2,0.0064,0,0.55,0.53,12,0,1,0,0
0.22,0.113,0.7,0.3,0,73.43,1150000000000,90,90,1,30,5,0,0,0,0,90,0.0299,4050,2.3219,8,0.4998,0.2,0.0087,0,0.48,0.58,4,0,1,0,0
0.22,0.113,0.5,0.5,0,105.01,1680000000000,90,90,1,70,5,0,0,0,0,163.6364,0.0379,4050,2.3219,11,0.3237,0.4,0.0114,0,0.47,0.8,8,0,1,0,0
0.22,0.113,1,0,0,57.4,926000000000,70,70,0,0,0,1,0,2,0,180,0.0295,2450,2.3219,2,0.0563,0,0,1,0,0,0,0,1,0,0
1.1,0.625,0.21,0.79,0,228.26,2840000000000,50,50,1,15,4,0,0,0,0,360,0.0109,1250,2.3219,1,0.5032,0,0,1,0.38,0.58,6,0,1,0,0
0.22,0.113,0.53,0.47,0,71.9,1170000000000,70,70,0,0,0,1,20,2,0,67.5,0.0293,2450,2.3219,32,0.149,0.5,0.0151,0,0.53,0.66,9,0,1,0,0
2,0.267,0.87,0.13,0,104.79,700000000000,50,50,1,45,5,0,0,0,0,240,0.0157,1250,2.3219,3,0.2548,0.7,0.0037,0,0.63,0.52,2,0,1,0,0
0.22,0.113,1,0,0,60.79,686000000000,50,50,0,0,0,1,0,2,0,180,0.0163,1250,2.3219,2,0.0784,1,0.0004,0,0,0,0,0,1,0,0
0.22,0.113,0.83,0.17,0,101.52,1460000000000,90,90,1,30,5,0,0,0,0,360,0.0301,4050,2.3219,1,0.4949,0,0,1,0.61,0.43,4,0,1,0,0
1.1,0.625,0.55,0.28,0.17,127.31,2400000000000,90,90,1,70,4,0,0,0,0,154.2857,0.036,4050,2.3219,7,0.3869,0.6,0.007,0,0,0,0,0,1,0,0
0.22,0.113,0.13,0,0.87,14.34,5960000000000,70,70,1,70,4,0,0,0,0,160,0.0269,2450,2.3219,9,0.2469,0.4,0.0095,0,0,0,0,0,1,0,0
1.1,0.625,0.67,0.33,0,114.2,1370000000000,70,70,1,70,5,0,0,0,0,180,0.0283,2450,2.3219,8,0.2131,0.5,0.0077,0,0.56,0.38,3,0,1,0,0
0.22,0.113,0.87,0.13,0,56.32,583000000000,50,50,1,45,4,0,0,0,0,180,0.0138,1250,2.3219,3,0.3416,1,0.0042,0,0.39,0.65,4,0,1,0,0
0.22,0.113,0.1,0,0.9,10.64,5790000000000,50,50,0,0,0,1,10,2,0,180,0.016,1250,2.3219,8,0.1696,0.5,0.0106,0,0,0,0,0,1,0,0
1.1,0.625,0.59,0.41,0,51.34,1350000000000,70,70,1,30,3,0,0,0,0,180,0.0194,2450,2.3219,4,0.539,0.8,0.0082,0,0.79,0.46,3,0,1,0,0
0.22,0.113,0.8,0.2,0,128.53,1850000000000,90,90,0,0,0,1,40,4,0,297.931,0.0377,4050,2.3219,21,0.3575,0.6,0.0136,0,0.57,0.49,4,0,1,0,0
0.22,0.113,0.9,0.1,0,63.22,1140000000000,90,90,1,15,5,0,0,0,0,180,0.0232,4050,2.3219,2,0.6267,0,0,1,0.43,0.37,4,0,1,0,0
1.1,0.625,0.63,0.37,0,37.51,619933000000,50,50,1,15,5,0,0,0,0,180,0.0097,1250,2.3219,2,0.5648,0,0,1,0.53,0.63,4,0,1,0,0
0.22,0.113,0.93,0.07,0,121.93,1590000000000,90,90,0,0,0,1,20,4,0,243.871,0.0416,4050,2.3219,14,0.2156,0.4,0.0136,0,0.64,0.5,4,0,1,0,0
0.22,0.113,0.57,0.43,0,51.16,860000000000,70,70,1,30,3,0,0,0,0,90,0.0201,2450,2.3219,5,0.5176,0.4,0.0076,0,0.49,0.51,9,0,1,0,0
0.22,0.113,0.7,0.3,0,48.31,914000000000,70,70,1,70,3,0,0,0,0,144,0.024,2450,2.3219,10,0.3696,0.4,0.0104,0,0.58,0.6,6,0,1,0,0
2,0.267,1,0,0,30.98,262000000000,50,50,1,45,5,0,0,0,0,180,0.016,1250,2.3219,2,0.1996,0,0,1,0,0,0,0,1,0,0
0.22,0.113,0.87,0.13,0,69.44,1220000000000,70,70,0,0,0,1,0,6,0,180,0.0295,2450,2.3219,2,0.0563,0,0,1,0.42,0.41,6,0,1,0,0
0.22,0.113,0.89,0.11,0,43.52,746000000000,70,70,1,15,4,0,0,0,0,120,0.0133,2450,2.3219,4,0.6898,0.5,0.0048,0,0.53,0.48,3,0,1,0,0
0.22,0.113,0.48,0.52,0,54.36,932000000000,70,70,1,15,3,0,0,0,0,180,0.0149,2450,2.3219,2,0.6684,1,0.0004,0,0.64,0.65,6,0,1,0,0
0.22,0.113,0.83,0.14,0.03,63.64,718000000000,50,50,0,0,0,1,20,4,0,288,0.0114,1250,2.3219,3,0.4716,1,0.0122,0,0.67,0.33,2,0,1,0,0
1.1,0.625,0.53,0.4,0.07,230.39,2650800000000,90,90,1,70,4,0,0,0,0,303.1579,0.0357,4050,2.3219,11,0.3923,0.6,0.0101,0,0,0,0,0,1,0,0
0.22,0.113,0.93,0.07,0,73.46,1180000000000,90,90,0,0,0,1,30,2,0,105,0.0454,4050,2.3219,39,0.1333,0.5,0.0139,0,0.74,0.56,4,0,1,0,0
0.22,0.113,0.73,0.27,0,87.79,863000000000,50,50,1,70,4,0,0,0,0,180,0.0153,1250,2.3219,2,0.2208,0,0,1,0.58,0.48,6,0,1,0,0
0.22,0.113,0,1,0,27.59,480000000000,70,70,1,45,3,0,0,0,0,240,0.0188,2450,2.3219,4,0.5445,0.2,0.0066,0,0.6,0.58,6,0,1,0,0
0.22,0.113,0.57,0.43,0,86.19,1230000000000,70,70,1,70,3,0,0,0,0,240,0.0238,2450,2.3219,11,0.3955,0.5,0.01,0,0.68,0.7,9,0,1,0,0
1.1,0.625,0.43,0.57,0,30.64,787450000000,90,90,1,15,3,0,0,0,0,324,0.0211,4050,2.3219,3,0.6889,1,0.0142,0,0.53,0.68,4,0,1,0,0
0.22,0.113,0.83,0.17,0,61.1,1110000000000,70,70,1,70,4,0,0,0,0,120,0.0257,2450,2.3219,5,0.2976,0.6,0.0118,0,0.52,0.5,6,0,1,0,0
0.22,0.113,0.77,0.23,0,116.25,1420000000000,90,90,1,15,4,0,0,0,0,180,0.0219,4050,2.3219,2,0.6535,0,0,1,0.74,0.42,4,0,1,0,0
0.22,0.113,0.8,0.17,0.03,161.73,2070000000000,90,90,1,15,5,0,0,0,0,360,0.0249,4050,2.3219,1,0.6088,0,0,1,0.3,0.46,8,0,1,0,0
2,0.267,0.73,0.27,0,77.43,525000000000,50,50,1,30,4,0,0,0,0,90,0.0136,1250,2.3219,4,0.3488,1,0.0055,0,0.52,0.59,6,0,1,0,0
0.22,0.113,1,0,0,76.61,1360000000000,90,90,1,45,4,0,0,0,0,303.1579,0.0322,4050,2.3219,7,0.476,0.6,0.0108,0,0,0,0,0,1,0,0
0.22,0.113,0.9,0.1,0,124.98,1350000000000,70,70,0,0,0,1,0,4,0,180,0.0295,2450,2.3219,2,0.0563,0,0,1,0.57,0.73,3,0,1,0,0
0.22,0.113,0.57,0.43,0,218.19,2060000000000,90,90,1,15,4,0,0,0,0,180,0.0204,4050,2.3219,2,0.6886,1,0.0003,0,0.48,0.45,8,0,1,0,0
0.22,0.113,1,0,0,34.26,594000000000,50,50,0,0,0,1,10,2,0,102.8571,0.016,1250,2.3219,14,0.1724,0.4,0.0126,0,0.6,0.5,2,0,1,0,0
1.1,0.625,0.47,0.33,0.2,65.96,2920000000000,90,90,1,70,4,0,0,0,0,308.5714,0.0327,4050,2.3219,8,0.4668,0.6,0.0115,0,0,0,0,0,1,0,0
0.22,0.113,0.27,0.33,0.4,12.38,5160000000000,50,50,1,45,5,0,0,0,0,180,0.0148,1250,2.3219,2,0.2608,0,0,1,0.56,0.67,2,0,1,0,0
1.1,0.625,0.6,0.4,0,93.88,1163150000000,70,70,1,45,5,0,0,0,0,90,0.0251,2450,2.3219,4,0.2908,0.5,0.0063,0,0.66,0.56,6,0,1,0,0
0.22,0.113,0.43,0.57,0,17.24,3020000000000,50,50,0,0,0,1,40,2,0,240,0.014,1250,2.3219,13,0.4092,0.4,0.0116,0,0.49,0.57,6,0,1,0,0
2,0.267,0.43,0.57,0,39.23,822000000000,90,90,1,15,3,0,0,0,0,240,0.0165,4050,2.3219,3,0.7722,1,0.0086,0,0.68,0.63,8,0,1,0,0
2,0.267,0.5,0.5,0,166.47,1470000000000,70,70,1,45,5,0,0,0,0,180,0.025,2450,2.3219,7,0.3061,0.7,0.0065,0,0.37,0.56,3,0,1,0,0
1.1,0.625,0.13,0.87,0,86.49,3710000000000,70,70,1,45,3,0,0,0,0,154.2857,0.0199,2450,2.3219,6,0.5173,0.5,0.0138,0,0.41,0.54,9,0,1,0,0
0.22,0.113,0.4,0.6,0,91.85,1420000000000,90,90,1,70,3,0,0,0,0,337.5,0.0325,4050,2.3219,6,0.4925,0.5,0.0087,0,0.42,0.66,12,0,1,0,0
0.22,0.113,0.67,0.33,0,113.78,1060000000000,70,70,1,70,4,0,0,0,0,270,0.0282,2450,2.3219,10,0.2296,0.6,0.0124,0,0.51,0.62,9,0,1,0,0
0.22,0.113,0.03,0.5,0.47,22.02,5990000000000,90,90,0,0,0,1,20,6,0,172.8,0.0351,4050,2.3219,18,0.3988,0.6,0.0126,0,0.6,0.46,12,0,1,0,0
0.22,0.113,0.53,0.47,0,94.05,1170000000000,90,90,1,30,3,0,0,0,0,360,0.0265,4050,2.3219,2,0.591,1,0.0062,0,0.65,0.69,4,0,1,0,0
2,0.267,0.67,0.33,0,102.29,919000000000,50,50,1,70,3,0,0,0,0,180,0.015,1250,2.3219,2,0.2816,0,0,1,0.63,0.71,2,0,1,0,0
0.22,0.113,0.43,0.57,0,78.02,1030000000000,90,90,1,30,3,0,0,0,0,216,0.023,4050,2.3219,4,0.6525,0.8,0.0108,0,0.56,0.51,12,0,1,0,0
0.22,0.113,0.63,0.23,0.13,238.86,3130000000000,90,90,0,0,0,1,40,6,0,337.5,0.0299,4050,2.3219,6,0.5115,0.3,0.0168,0,0.79,0.42,4,0,1,0,0
0.22,0.113,1,0,0,8.42,180000000000,50,50,1,30,3,0,0,0,0,308.5714,0.0134,1250,2.3219,4,0.4016,0.8,0.0267,0.0001,0.67,0.76,2,0,1,0,0
0.22,0.113,0.83,0.13,0.03,61.73,1100000000000,50,50,1,15,3,0,0,0,0,360,0.0113,1250,2.3219,1,0.5192,0,0,1,0.6,0.34,4,0,1,0,0
0.22,0.113,0.97,0,0.03,86.94,915000000000,70,70,1,45,5,0,0,0,0,120,0.0249,2450,2.3219,5,0.3302,0.4,0.0105,0,0,0,0,0,1,0,0
0.22,0.113,1,0,0,34.45,389000000000,50,50,1,15,5,0,0,0,0,360,0.0123,1250,2.3219,1,0.4272,0,0,1,0,0,0,0,1,0,0
1.1,0.625,0.5,0.5,0,48.57,1599790000000,90,90,1,45,3,0,0,0,0,144,0.0297,4050,2.3219,8,0.5442,0.6,0.0082,0,0.39,0.48,4,0,1,0,0
1.1,0.625,0.37,0.63,0,83.08,1730000000000,90,90,1,30,5,0,0,0,0,360,0.0307,4050,2.3219,1,0.5004,0,0,1,0.52,0.53,12,0,1,0,0
0.22,0.113,0.87,0.13,0,81.02,795000000000,50,50,0,0,0,1,10,2,0,84.7059,0.0161,1250,2.3219,15,0.1724,0.5,0.0094,0,0.32,0.49,6,0,1,0,0
0.22,0.113,0.73,0.27,0,77.32,1530000000000,90,90,1,70,4,0,0,0,0,300,0.0383,4050,2.3219,7,0.3326,0.3,0.0091,0,0.45,0.65,8,0,1,0,0
0.22,0.113,0.47,0.5,0.03,107.97,1610000000000,70,70,1,45,3,0,0,0,0,240,0.0222,2450,2.3219,5,0.4437,0.8,0.0107,0,0.65,0.58,9,0,1,0,0
2,0.267,0.67,0.33,0,133.28,1324190000000,70,70,1,15,5,0,0,0,0,180,0.0197,2450,2.3219,4,0.5035,1,0.0103,0,0,0,0,0,1,0,0
0.22,0.113,1,0,0,39.69,683000000000,50,50,1,70,5,0,0,0,0,180,0.0155,1250,2.3219,2,0.246,0,0,1,0.35,0.56,2,0,1,0,0
0.22,0.113,0.62,0.38,0,53.79,661000000000,70,70,1,30,3,0,0,0,0,261.8182,0.0184,2450,2.3219,6,0.5706,0.7,0.0363,0.0001,0.49,0.77,3,0,1,0,0
0.22,0.113,1,0,0,140.13,2230000000000,90,90,0,0,0,1,20,6,0,205.7143,0.0365,4050,2.3219,5,0.347,0.6,0.0123,0,0,0,0,0,1,0,0
2,0.267,0.7,0.3,0,91.74,679560000000,50,50,1,45,4,0,0,0,0,180,0.0142,1250,2.3219,2,0.3416,0,0,1,0.53,0.45,6,0,1,0,0
0.22,0.113,0.47,0.53,0,103.17,865000000000,50,50,1,70,4,0,0,0,0,180,0.0147,1250,2.3219,2,0.2704,0,0,1,0.5,0.66,6,0,1,0,0
0.22,0.113,0.4,0.6,0,87.28,1040000000000,70,70,1,30,3,0,0,0,0,180,0.0202,2450,2.3219,2,0.5273,0,0,1,0.57,0.54,9,0,1,0,0
1.1,0.625,0.37,0.63,0,174.93,2300000000000,70,70,1,45,5,0,0,0,0,240,0.0248,2450,2.3219,4,0.3157,0.8,0.0146,0,0.38,0.8,3,0,1,0,0
2,0.267,0.5,0.5,0,121.15,1484870000000,70,70,1,30,4,0,0,0,0,90,0.0201,2450,2.3219,4,0.5049,0.5,0.0052,0,0.35,0.63,6,0,1,0,0
0.22,0.113,0.13,0,0.87,7.05,5950000000000,50,50,1,45,4,0,0,0,0,360,0.014,1250,2.3219,1,0.2924,0,0,1,0,0,0,0,1,0,0
0.22,0.113,0.87,0.13,0,161.94,1430000000000,90,90,1,70,5,0,0,0,0,288,0.0387,4050,2.3219,8,0.3122,0.5,0.0096,0,0.56,0.55,8,0,1,0,0
0.22,0.113,1,0,0,31.5,616000000000,70,70,1,30,3,0,0,0,0,196.3636,0.0186,2450,2.3219,10,0.5561,0.5,0.0076,0,0,0,0,0,1,0,0
