episode_duration,success_rate,collision_rate,robot_radius,robot_max_speed,number_dynamic_obs,number_static_obs,robot_pos_x,robot_pos_y,burger,jackal,ridgeback,agvota,rto,rto_real,teb,dwa,mpc,rlca,arena,rosnav,num_vertices_static_obs_0,num_vertices_static_obs_1,num_vertices_static_obs_2,num_vertices_static_obs_3,num_vertices_static_obs_4,num_vertices_static_obs_5,num_vertices_static_obs_6,num_vertices_static_obs_7,num_vertices_static_obs_8,num_vertices_static_obs_9,num_vertices_static_obs_10,num_vertices_static_obs_11,num_vertices_static_obs_12,num_vertices_static_obs_13,num_vertices_static_obs_14,size_dynamic_obs_0,size_dynamic_obs_1,size_dynamic_obs_2,size_dynamic_obs_3,size_dynamic_obs_4,size_dynamic_obs_5,size_dynamic_obs_6,size_dynamic_obs_7,size_dynamic_obs_8,size_dynamic_obs_9,size_dynamic_obs_10,size_dynamic_obs_11,size_dynamic_obs_12,size_dynamic_obs_13,size_dynamic_obs_14,speed_dynamic_obs_0,speed_dynamic_obs_1,speed_dynamic_obs_2,speed_dynamic_obs_3,speed_dynamic_obs_4,speed_dynamic_obs_5,speed_dynamic_obs_6,speed_dynamic_obs_7,speed_dynamic_obs_8,speed_dynamic_obs_9,speed_dynamic_obs_10,speed_dynamic_obs_11,speed_dynamic_obs_12,speed_dynamic_obs_13,speed_dynamic_obs_14,timeout_rate,path_length,map,robot_model,AngleInfo,Entropy,MapSize,MaxEntropy,NumObs_Cv2,OccupancyRatio,distance(normalized),distance.avg,distance.variance,World
254.475,0.85,0.15,0.113,0.22,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.05,61.9470704184,3bf84e74-2c40-4e82-861c-329cb09ea43b,burger,245.4545454545,0.0383361403,5000,2.3219280949,16,0.4901,0.6,0.01154,0,3bf84e74-2c40-4e82-861c-329cb09ea43b
140.905,0.95,0.05,0.113,0.22,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8133140536,3bff9405-f906-40f5-ac77-1bd7dc0dd2be,burger,360,0.0205036287,1800,2.3219280949,4,0.2933333333,0.5,0.00967,0,3bff9405-f906-40f5-ac77-1bd7dc0dd2be
190.88,0.8,0.15,0.113,0.22,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,33.1162121123,3c45196f-1ee2-4654-9453-03d42faadeaa,burger,180,0.0132388646,1800,2.3219280949,2,0.6022222222,1,0.00015,0,3c45196f-1ee2-4654-9453-03d42faadeaa
295.11,0.55,0.25,0.113,0.22,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,35.5918925724,3c83e8bc-3408-4f40-a033-4c19a1fca9cd,burger,180,0.0121992715,3200,2.3219280949,2,0.789375,1,0.00027,0,3c83e8bc-3408-4f40-a033-4c19a1fca9cd
205.285,0.75,0.2,0.113,0.22,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,29.1471133253,3cb9ebeb-94b4-42c5-bbb1-4544cc943975,burger,120,0.0093926219,1800,2.3219280949,3,0.7280555556,1,0.0043,0,3cb9ebeb-94b4-42c5-bbb1-4544cc943975
162.685,0.7,0.25,0.113,0.22,15,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.05,31.0256763791,3d5ec3a2-27f9-40e2-bca8-968baaf71e70,burger,216,0.0161258957,1800,2.3219280949,5,0.4791666667,0.8,0.0095,0,3d5ec3a2-27f9-40e2-bca8-968baaf71e70
141.56,0.7,0.3,0.113,0.22,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.05,22.9078835709,3d8815e3-8ae5-43e4-a32a-2cb5efc41260,burger,180,0.006461729,800,2.3219280949,2,0.604375,1,0.0005,0,3d8815e3-8ae5-43e4-a32a-2cb5efc41260
154.015,1,0,0.113,0.22,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9001901563,3dd34c86-46be-467c-8a4e-5488e4922063,burger,261.8181818182,0.0205675564,1800,2.3219280949,6,0.28,0.8,0.01264,1E-05,3dd34c86-46be-467c-8a4e-5488e4922063
269.565,0.75,0.2,0.113,0.22,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.1,50.8489477893,3e38a554-659f-4b8e-ad48-ef9de16f0ff4,burger,154.2857142857,0.0254198306,5000,2.3219280949,6,0.6948,0.3,0.00733,0,3e38a554-659f-4b8e-ad48-ef9de16f0ff4
358.85,0.7,0,0.113,0.22,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,61.8347550359,3ea0dd71-1e53-49b6-8fc2-d11ba279782c,burger,320,0.029279782,5000,2.3219280949,4,0.6385,0.2,0.01129,0,3ea0dd71-1e53-49b6-8fc2-d11ba279782c
200.205,0.85,0.1,0.113,0.22,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.05,47.443781463,3ee3a8b8-ca14-4fca-b0e0-fb51a079ff69,burger,288,0.0167172778,5000,2.3219280949,3,0.8124,1,0.0063,0,3ee3a8b8-ca14-4fca-b0e0-fb51a079ff69
129.065,0.8,0.15,0.113,0.22,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.05,20.4910376281,3f2a2a3d-80de-41b8-9192-024227227dbd,burger,180,0.0052698251,800,2.3219280949,2,0.681875,1,0.00068,0,3f2a2a3d-80de-41b8-9192-024227227dbd
160.785,1,0,0.113,0.22,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.11623151,3fd7ea78-2bce-43de-b634-c31275e6d3a9,burger,144,0.0212592481,1800,2.3219280949,9,0.2930555556,0.6,0.0099,0,3fd7ea78-2bce-43de-b634-c31275e6d3a9
248.535,0.75,0.05,0.113,0.22,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,40.1807535093,406415ef-7427-41a6-9623-be8fc1b3bffa,burger,205.7142857143,0.0198328449,1800,2.3219280949,11,0.3202777778,0.5,0.00987,0,406415ef-7427-41a6-9623-be8fc1b3bffa
139.17,1,0,0.113,0.22,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,31.5884217893,40994fb9-e593-4df0-a8a9-27f8cae833d9,burger,90,0.0170906098,1800,2.3219280949,8,0.4533333333,0.5,0.0102,0,40994fb9-e593-4df0-a8a9-27f8cae833d9
189.355,1,0,0.113,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0189713533,40ff885c-db47-4ea2-b19c-0f50dd3dabc2,burger,144,0.0246621306,3200,2.3219280949,9,0.52953125,0.7,0.02466,4E-05,40ff885c-db47-4ea2-b19c-0f50dd3dabc2
228.965,0.8,0.15,0.113,0.22,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,47.4469902869,419923f2-fe9a-4349-8b41-83a1795beec0,burger,150,0.0251302676,3200,2.3219280949,10,0.5203125,0.6,0.01191,1E-05,419923f2-fe9a-4349-8b41-83a1795beec0
147.71,0.95,0,0.113,0.22,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.05,30.8152617693,41d1fa08-9188-4a12-8300-d394b786dd48,burger,180,0.0197248975,1800,2.3219280949,6,0.3211111111,0.5,0.00733,0,41d1fa08-9188-4a12-8300-d394b786dd48
271.125,0.9,0.05,0.113,0.22,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.05,60.3429911224,429dcbf9-cf1d-4179-ace9-0377e0c3fe9a,burger,265.2631578947,0.039850646,5000,2.3219280949,16,0.4641,0.4,0.01625,1E-05,429dcbf9-cf1d-4179-ace9-0377e0c3fe9a
277.25,0.75,0.1,0.113,0.22,5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.15,55.5007885767,42da1f6e-bfb1-470c-8b9e-5863efbc2fa2,burger,249.2307692308,0.0405843885,5000,2.3219280949,16,0.4617,0.5,0.01033,1E-05,42da1f6e-bfb1-470c-8b9e-5863efbc2fa2
240.3,0.9,0.1,0.113,0.22,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,57.0413741985,42ed127c-2f4b-4369-866a-157a6f89694e,burger,90,0.0214161272,5000,2.3219280949,4,0.7466,1,0.00321,0,42ed127c-2f4b-4369-866a-157a6f89694e
211.31,0.85,0,0.113,0.22,5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.15,31.7862311932,430e451e-526b-493b-b840-9295c1a241fe,burger,120,0.0168718642,1800,2.3219280949,4,0.4311111111,0.8,0.01098,1E-05,430e451e-526b-493b-b840-9295c1a241fe
210.405,0.85,0,0.113,0.22,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,27.5455341205,43a71174-addc-4615-b2d7-4451c3998972,burger,90,0.0097204148,800,2.3219280949,4,0.311875,1,0.00599,0,43a71174-addc-4615-b2d7-4451c3998972
192.515,0.95,0.05,0.113,0.22,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,50.0669729257,43f6a2cb-414c-486e-af27-387aee565e2f,burger,300,0.0253134513,3200,2.3219280949,5,0.520625,0.6,0.03306,0,43f6a2cb-414c-486e-af27-387aee565e2f
285.08,0.7,0.15,0.113,0.22,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.2,43.1594555275,446fb9ff-b189-4666-998d-2949a44899c4,burger,216,0.024655802,3200,2.3219280949,4,0.533125,0.8,0.00838,0,446fb9ff-b189-4666-998d-2949a44899c4
319.2,0.6,0.2,0.113,0.22,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.25,51.7482822822,4508677d-04e3-4f8c-a0f3-b889a7fcc437,burger,288,0.0218416949,5000,2.3219280949,3,0.7408,1,0.01015,0,4508677d-04e3-4f8c-a0f3-b889a7fcc437
285.3,0.75,0.1,0.113,0.22,15,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,47.3605758022,451cb4e4-3348-44d6-883c-8d0da7f5f6f7,burger,240,0.0216834331,3200,2.3219280949,4,0.5971875,0.5,0.00765,0,451cb4e4-3348-44d6-883c-8d0da7f5f6f7
188.99,0.95,0.05,0.113,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9992808208,4632dc21-0005-4934-8c32-c56f749d5007,burger,274.2857142857,0.0314983044,3200,2.3219280949,8,0.3684375,0.8,0.01285,1E-05,4632dc21-0005-4934-8c32-c56f749d5007
329.82,0.6,0,0.113,0.22,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,44.07314954,463efba9-72a1-4316-80f9-dab6f20f8685,burger,240,0.0210063189,5000,2.3219280949,5,0.758,0.8,0.01319,1E-05,463efba9-72a1-4316-80f9-dab6f20f8685
164.725,0.9,0.1,0.113,0.22,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,37.6239318972,46adbe58-83f0-4272-895c-05871e33cbb6,burger,120,0.0166102588,3200,2.3219280949,4,0.7,0.8,0.00587,0,46adbe58-83f0-4272-895c-05871e33cbb6
224.255,0.6,0.35,0.113,0.22,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,32.4734985624,46e7bfb1-27b0-463e-af75-81ecbfc71285,burger,120,0.0166492908,1800,2.3219280949,4,0.4875,0.8,0.00459,0,46e7bfb1-27b0-463e-af75-81ecbfc71285
139.85,0.85,0.1,0.113,0.22,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.05,29.4668701213,4737203e-a937-4f34-a257-56d7f5a6aa7b,burger,154.2857142857,0.0206277015,1800,2.3219280949,12,0.2925,0.5,0.00972,0,4737203e-a937-4f34-a257-56d7f5a6aa7b
165.75,0.9,0.1,0.113,0.22,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7441578503,47490852-a9cf-4094-bc7d-575eeb3f9c11,burger,180,0.0185742807,1800,2.3219280949,8,0.3919444444,0.6,0.01164,1E-05,47490852-a9cf-4094-bc7d-575eeb3f9c11
161.89,0.9,0.1,0.113,0.22,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,42.1393874236,475dbcd2-8c9e-4ee8-87a1-f8a26fed8e83,burger,144,0.0245082569,3200,2.3219280949,6,0.51984375,0.2,0.01282,0,475dbcd2-8c9e-4ee8-87a1-f8a26fed8e83
216.85,0.85,0.05,0.113,0.22,5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.1,42.7710924168,4799bda1-f57c-422e-9748-cd3b1104a934,burger,230.4,0.0317057837,3200,2.3219280949,17,0.3571875,0.5,0.01245,1E-05,4799bda1-f57c-422e-9748-cd3b1104a934
224.5,0.8,0.1,0.113,0.22,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,39.9487142953,48227a99-6afb-41d0-86af-41af28fd988d,burger,180,0.013122617,5000,2.3219280949,2,0.8578,1,0.0016,0,48227a99-6afb-41d0-86af-41af28fd988d
203.3,0.8,0.1,0.113,0.22,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.15,31.9206379054,486cc5c6-7c2a-42d3-a302-72dce35530de,burger,90,0.0173572047,1800,2.3219280949,5,0.4158333333,0.8,0.00676,0,486cc5c6-7c2a-42d3-a302-72dce35530de
159.96,0.8,0.15,0.113,0.22,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.05,29.4433033365,4877ea82-daec-4dc1-88bb-5f0f29156f46,burger,360,0.0201659024,1800,2.3219280949,3,0.315,0.3,0.01601,0,4877ea82-daec-4dc1-88bb-5f0f29156f46
198.32,1,0,0.113,0.22,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,45.307700707,489e3c31-9872-42c9-b09d-acd78e51e63b,burger,288,0.022239302,3200,2.3219280949,3,0.5775,0.7,0.00956,0,489e3c31-9872-42c9-b09d-acd78e51e63b
132.8,0.75,0.25,0.113,0.22,15,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.05,22.049784961,48ff84f4-2c31-4c8d-b6e5-cc7a59f8df9e,burger,180,0.0104560968,800,2.3219280949,3,0.270625,1,0.00559,0,48ff84f4-2c31-4c8d-b6e5-cc7a59f8df9e
252.34,0.95,0.05,0.113,0.22,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,61.6244723138,49598134-445c-4057-91cc-7b2f225e0066,burger,240,0.0286817677,5000,2.3219280949,5,0.6328,0.6,0.01147,0,49598134-445c-4057-91cc-7b2f225e0066
402.97,0.15,0.7,0.113,0.22,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,21.4882637568,49fbaa23-5e67-4a5a-a919-db6b70670415,burger,90,0.0056720153,800,2.3219280949,4,0.65125,0.5,0.00231,0,49fbaa23-5e67-4a5a-a919-db6b70670415
405.38,0.35,0.15,0.113,0.22,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.6,31.7535905299,4a1edf3c-baa3-4a2c-b7be-de455c1e4bc7,burger,180,0.0138318852,3200,2.3219280949,2,0.7603125,1,0.00074,0,4a1edf3c-baa3-4a2c-b7be-de455c1e4bc7
188.64,0.85,0.15,0.113,0.22,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,44.9221182725,4b18ded5-3936-47c4-99be-cab76b455c93,burger,180,0.0123836312,3200,2.3219280949,2,0.7853125,1,0.00027,0,4b18ded5-3936-47c4-99be-cab76b455c93
369.83,0.5,0.25,0.113,0.22,5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.45,31.1512753728,4b394b35-032f-49e3-8a30-7b16b65c20f0,burger,90,0.0084519405,800,2.3219280949,4,0.483125,0.5,0.00631,0,4b394b35-032f-49e3-8a30-7b16b65c20f0
129.245,0.95,0.05,0.113,0.22,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,31.2409332929,4c5fa3c6-f2e8-466a-8607-e5d129cc485b,burger,60,0.0203255612,1800,2.3219280949,9,0.3022222222,0.4,0.00746,0,4c5fa3c6-f2e8-466a-8607-e5d129cc485b
303.65,0.85,0.1,0.113,0.22,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.15,54.2324219007,4c76fc17-0f6f-4fdc-88e4-8c0d1f4c5168,burger,180,0.0218765889,5000,2.3219280949,2,0.7448,1,7E-05,0,4c76fc17-0f6f-4fdc-88e4-8c0d1f4c5168
